Contig	Position	401548 Intra_locus_pi	401548 Locus_Depth	401640 Intra_locus_pi	401640 Locus_Depth	401577 Intra_locus_pi	401577 Locus_Depth	401656 Intra_locus_pi	401656 Locus_Depth	401591 Intra_locus_pi	401591 Locus_Depth	401570 Intra_locus_pi	401570 Locus_Depth	401563 Intra_locus_pi	401563 Locus_Depth	7083 Intra_locus_pi	7083 Locus_Depth	401558 Intra_locus_pi	401558 Locus_Depth	401636 Intra_locus_pi	401636 Locus_Depth	401567 Intra_locus_pi	401567 Locus_Depth	401652 Intra_locus_pi	401652 Locus_Depth	401581 Intra_locus_pi	401581 Locus_Depth	401554 Intra_locus_pi	401554 Locus_Depth	401582 Intra_locus_pi	401582 Locus_Depth	401586 Intra_locus_pi	401586 Locus_Depth	401594 Intra_locus_pi	401594 Locus_Depth	401648 Intra_locus_pi	401648 Locus_Depth	401593 Intra_locus_pi	401593 Locus_Depth	401624 Intra_locus_pi	401624 Locus_Depth	401632 Intra_locus_pi	401632 Locus_Depth	401660 Intra_locus_pi	401660 Locus_Depth	401580 Intra_locus_pi	401580 Locus_Depth	401568 Intra_locus_pi	401568 Locus_Depth	401583 Intra_locus_pi	401583 Locus_Depth	401569 Intra_locus_pi	401569 Locus_Depth	401550 Intra_locus_pi	401550 Locus_Depth	401604 Intra_locus_pi	401604 Locus_Depth	401573 Intra_locus_pi	401573 Locus_Depth	12816 Intra_locus_pi	12816 Locus_Depth	401588 Intra_locus_pi	401588 Locus_Depth	401560 Intra_locus_pi	401560 Locus_Depth	401556 Intra_locus_pi	401556 Locus_Depth	401608 Intra_locus_pi	401608 Locus_Depth	401564 Intra_locus_pi	401564 Locus_Depth	401561 Intra_locus_pi	401561 Locus_Depth	401595 Intra_locus_pi	401595 Locus_Depth	401571 Intra_locus_pi	401571 Locus_Depth	401592 Intra_locus_pi	401592 Locus_Depth	401614 Intra_locus_pi	401614 Locus_Depth	401658 Intra_locus_pi	401658 Locus_Depth	401557 Intra_locus_pi	401557 Locus_Depth	401600 Intra_locus_pi	401600 Locus_Depth	401552 Intra_locus_pi	401552 Locus_Depth	401589 Intra_locus_pi	401589 Locus_Depth	401606 Intra_locus_pi	401606 Locus_Depth	401579 Intra_locus_pi	401579 Locus_Depth	401576 Intra_locus_pi	401576 Locus_Depth	401616 Intra_locus_pi	401616 Locus_Depth	401566 Intra_locus_pi	401566 Locus_Depth	401553 Intra_locus_pi	401553 Locus_Depth	138538 Intra_locus_pi	138538 Locus_Depth	All_samples_combined Intra_locus_pi	All_samples_combined Locus_Depth
CP067102.1	1080236	0.545454545454545	11	0.166666666666667	12	0.282051282051282	13	0.384615384615385	13	0.42483660130719	18	0.342857142857143	15	0.388888888888889	9	0.6	6	0.2	10	0.5	4	0.166666666666667	12	0.505263157894737	20	0.555555555555556	10	0.2	10	0.666666666666667	3	0.25	8	0.336842105263158	20	0.4	5	0.25	8	0.2	10	0.571428571428571	7	0.538461538461539	13	0	16	0.222222222222222	9	0.42483660130719	18	0.153846153846154	13	0.436363636363636	11	0.355555555555556	10	0.285714285714286	7	NA	NA	0.509090909090909	11	0.394736842105263	20	0.388888888888889	9	0.4	5	0.25	8	0	9	0.466666666666667	10	0.428571428571429	8	0.484848484848485	12	0.509090909090909	11	0	4	0.514619883040936	19	0.666666666666667	3	0.485294117647059	17	0.476190476190476	7	0	9	0	9	0	7	0.571428571428571	7	0.571428571428571	7	0.428571428571429	8	0.285714285714286	7	0.393968144442528	528
CP067102.1	1080237	0.509090909090909	11	0.621212121212121	12	0.282051282051282	13	0.5	13	0.42483660130719	18	0.342857142857143	15	0.388888888888889	9	0.6	6	0.2	10	0.5	4	0.590909090909091	12	0.58421052631579	20	0.644444444444444	10	0.622222222222222	10	0.666666666666667	3	0.25	8	0.668421052631579	20	0.4	5	0.25	8	0.377777777777778	10	0.571428571428571	7	0.692307692307692	13	0.125	16	0.222222222222222	9	0.542483660130719	18	0.294871794871795	13	0.654545454545455	11	0.6	10	0.666666666666667	7	NA	NA	0.581818181818182	11	0.58421052631579	20	0.416666666666667	9	0.8	5	0.25	8	0	9	0.466666666666667	10	0.428571428571429	8	0.590909090909091	12	0.509090909090909	11	0.5	4	0.695906432748538	19	0.666666666666667	3	0.522058823529412	17	0.523809523809524	7	0	9	0	9	0	7	0.571428571428571	7	0.666666666666667	7	0.607142857142857	8	0.285714285714286	7	0.533350583635214	528
CP067102.1	1080239	0	11	0.166666666666667	12	0.282051282051282	13	0.153846153846154	13	0.503267973856209	18	0.247619047619048	15	0.388888888888889	9	0.333333333333333	6	0	10	0.5	4	0	12	0	20	0.355555555555556	10	0	10	0.666666666666667	3	0.428571428571429	8	0.442105263157895	20	0.6	5	0.535714285714286	8	0.355555555555556	10	0	7	0.461538461538462	13	0.525	16	0.5	9	0.503267973856209	18	0.512820512820513	13	0	11	0.2	10	0.571428571428571	7	NA	NA	0.181818181818182	11	0.1	20	0.388888888888889	9	0.6	5	0	8	0.388888888888889	9	0	10	0.428571428571429	8	0.303030303030303	12	0.545454545454545	11	0.666666666666667	4	0.350877192982456	19	0	3	0.220588235294118	17	0.476190476190476	7	0.222222222222222	9	0	9	0.285714285714286	7	0.476190476190476	7	0.476190476190476	7	0.535714285714286	8	0.285714285714286	7	0.332693634638606	528
CP067102.1	1080240	0.545454545454545	11	0.409090909090909	12	0.282051282051282	13	0.384615384615385	13	0.42483660130719	18	0.342857142857143	15	0.388888888888889	9	0.6	6	0.2	10	0.5	4	0.484848484848485	12	0.521052631578947	20	0.533333333333333	10	0.2	10	0.666666666666667	3	0.25	8	0.394736842105263	20	0.4	5	0.25	8	0.2	10	0.571428571428571	7	0.538461538461539	13	0	16	0.222222222222222	9	0.42483660130719	18	0.153846153846154	13	0.545454545454545	11	0.355555555555556	10	0.285714285714286	7	NA	NA	0.327272727272727	11	0.505263157894737	20	0.388888888888889	9	0.4	5	0.25	8	0	9	0.466666666666667	10	0.428571428571429	8	0.53030303030303	12	0.509090909090909	11	0	4	0.491228070175439	19	0.666666666666667	3	0.485294117647059	17	0.476190476190476	7	0	9	0	9	0	7	0.571428571428571	7	0.571428571428571	7	0.428571428571429	8	0.285714285714286	7	0.436080443907768	528
CP067102.1	1080613	0.333333333333333	6	0.25	8	0.533333333333333	6	0.509090909090909	11	0.666666666666667	3	0	4	0.43956043956044	14	0	2	NA	NA	0.285714285714286	7	0.303030303030303	12	0.535714285714286	8	0.555555555555556	9	0.545454545454545	11	0.25	8	NA	NA	0.285714285714286	7	0	2	0.5	4	0.6	5	0.6	5	1	2	0.533333333333333	6	0.388888888888889	9	0.6	5	0	4	0.428571428571429	8	0	14	0	3	NA	NA	0.4	5	0.428571428571429	8	0.428571428571429	8	0.6	5	0.5	9	0.535714285714286	8	0	3	0.285714285714286	7	0	7	NA	NA	0.43956043956044	14	0.4	5	0.333333333333333	6	0.303030303030303	12	0.4	5	0.53030303030303	12	0.666666666666667	3	0.4	5	0.476190476190476	7	0.666666666666667	3	0.6	6	0	8	0.435910742086144	329
CP067102.1	1080623	0	6	0	2	0.666666666666667	3	0	3	1	2	NA	NA	0	5	NA	NA	NA	NA	0.6	5	0	6	0	6	0.666666666666667	3	0.333333333333333	6	0.666666666666667	4	NA	NA	0.666666666666667	4	NA	NA	0	2	0	4	NA	NA	1	2	1	2	0.666666666666667	4	0.5	4	0	3	0	6	0	6	0	3	NA	NA	0	6	0.5	4	0	8	NA	NA	0	4	0.5	4	NA	NA	NA	NA	0.666666666666667	3	NA	NA	0.333333333333333	6	0	2	0.5	4	0.355555555555556	10	NA	NA	0.666666666666667	3	NA	NA	0.666666666666667	3	0	3	1	2	0	4	0	6	0.494736044838294	163
CP067102.1	1080624	0	6	0	2	1	3	0	3	1	2	NA	NA	0.6	5	NA	NA	NA	NA	0.8	5	0	6	0	6	0.666666666666667	3	0.333333333333333	6	0.666666666666667	4	NA	NA	0.666666666666667	4	NA	NA	1	2	0	4	NA	NA	1	2	1	2	0.666666666666667	4	0.5	4	0	3	0	6	0.333333333333333	6	0	3	NA	NA	0	6	0.5	4	0	8	NA	NA	0	4	0.5	4	NA	NA	NA	NA	1	3	NA	NA	0.333333333333333	6	0	2	0.5	4	0.711111111111111	10	NA	NA	0.666666666666667	3	NA	NA	0.666666666666667	3	0	3	1	2	0	4	0.6	6	0.588654093766568	163
CP067102.1	1080625	0	6	0	2	0.666666666666667	3	0	3	1	2	NA	NA	0	5	NA	NA	NA	NA	0.6	5	0	6	0	6	0.666666666666667	3	0.333333333333333	6	0.666666666666667	4	NA	NA	0.666666666666667	4	NA	NA	0	2	0	4	NA	NA	1	2	1	2	0.666666666666667	4	0.5	4	0	3	0	6	0	6	0	3	NA	NA	0	6	0.5	4	0	8	NA	NA	0	4	0.5	4	NA	NA	NA	NA	0.666666666666667	3	NA	NA	0.333333333333333	6	0	2	0.5	4	0.355555555555556	10	NA	NA	0.666666666666667	3	NA	NA	0.666666666666667	3	0	3	1	2	0	4	0	6	0.494736044838294	163
CP067102.1	1080636	0	6	0	2	1	2	0	4	1	2	NA	NA	0	3	NA	NA	NA	NA	0.666666666666667	4	0	4	0	6	0.666666666666667	3	0.4	5	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	3	0	4	NA	NA	1	2	0.666666666666667	3	0	2	0.5	4	NA	NA	0	6	NA	NA	0	2	NA	NA	0	3	0	2	0	8	NA	NA	0	4	0	3	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	0.6	5	0	2	0.666666666666667	3	NA	NA	0.666666666666667	3	0	3	1	2	0	6	0	2	0.415856174476864	117
CP067102.1	1080637	0	6	0	2	1	2	0	4	1	2	NA	NA	0	3	NA	NA	NA	NA	0.666666666666667	4	0	4	0	6	0.666666666666667	3	0.4	5	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	3	0	4	NA	NA	1	2	0.666666666666667	3	0	2	0.5	4	NA	NA	0	6	NA	NA	0	2	NA	NA	0	3	0	2	0	8	NA	NA	0	4	0	3	NA	NA	NA	NA	NA	NA	NA	NA	0	4	NA	NA	NA	NA	0.6	5	0	2	0.666666666666667	3	NA	NA	0.666666666666667	3	0	3	1	2	0	6	0	2	0.415856174476864	117
CP067102.1	1080645	0.333333333333333	6	0.5	4	0.666666666666667	4	0.4	5	0.5	4	NA	NA	0.285714285714286	7	0.666666666666667	3	NA	NA	0.333333333333333	6	0	5	0.533333333333333	6	0.533333333333333	6	0.555555555555556	9	0.333333333333333	6	0.666666666666667	3	0.5	4	0	2	0.6	5	0.571428571428571	7	1	2	0.5	4	0.285714285714286	7	0.571428571428571	7	0.6	5	NA	NA	0.428571428571429	8	0	3	0	4	NA	NA	0.388888888888889	9	0.666666666666667	3	0.428571428571429	8	0	3	0.333333333333333	6	0.571428571428571	8	0	5	NA	NA	NA	NA	NA	NA	0.6	5	0.5	4	0.666666666666667	3	0.355555555555556	10	0.666666666666667	4	0.428571428571429	8	0.666666666666667	3	0.666666666666667	3	0.4	5	0.6	5	0.555555555555556	9	0	4	0.466638060502038	237
CP067102.1	1080648	0.533333333333333	6	0.5	4	0.5	4	0.6	5	0.666666666666667	4	NA	NA	0.5	9	0.666666666666667	3	NA	NA	0.4	5	0.666666666666667	3	0.533333333333333	6	0.4	5	0.571428571428571	7	0	4	0	4	0.666666666666667	4	NA	NA	0.4	5	0	7	0	2	0.666666666666667	4	0	6	0.571428571428571	7	0.6	5	0	2	0	8	0	3	0.666666666666667	3	NA	NA	0.388888888888889	9	0.5	4	0.535714285714286	8	0.666666666666667	3	0.533333333333333	6	0.5	9	0	4	NA	NA	NA	NA	NA	NA	0	5	0.6	5	0.666666666666667	4	0.533333333333333	6	0.5	4	0.25	8	0	4	0.666666666666667	3	0	5	0.4	5	0.555555555555556	9	0	5	0.430942970073405	231
CP067102.1	1080690	0	10	0	9	0.409090909090909	12	0.428571428571429	8	0.535714285714286	8	0.5	4	0.484848484848485	12	0.571428571428571	7	0.666666666666667	3	0.535714285714286	8	0.285714285714286	7	0.5	4	0.4	5	0.6	6	0.6	6	0	5	0.533333333333333	6	0	7	0.509090909090909	11	0.441176470588235	17	0.333333333333333	6	0.6	5	0	5	0.2	10	0.153846153846154	13	0.428571428571429	8	0.222222222222222	9	0.512820512820513	13	0.333333333333333	6	0	2	0	8	0.428571428571429	8	0.555555555555556	9	0.153846153846154	13	0.5	9	0.489130434782609	24	0.555555555555556	9	0.6	5	0.428571428571429	8	0.666666666666667	4	0.419047619047619	15	0.533333333333333	10	0.555555555555556	9	0.494505494505495	14	0	7	0.2	10	0.6	5	0.571428571428571	7	0.327272727272727	11	0.285714285714286	7	0	9	0.5	4	0.405412214221233	437
CP067102.1	1080692	0.555555555555556	10	0	9	0	12	0.25	8	0	8	0	4	0	12	0	7	0.666666666666667	3	0.25	8	0	7	0	4	0.6	5	0.333333333333333	6	0.333333333333333	6	0.4	5	0	6	0	7	0.181818181818182	11	0.220588235294118	17	0	6	0	5	0.6	5	0.2	10	0.282051282051282	13	0	8	0.388888888888889	9	0	13	0	6	0	2	0	8	0.535714285714286	8	0.222222222222222	9	0	13	0.222222222222222	9	0.159420289855072	24	0	9	0	5	0	8	0.5	4	0.247619047619048	15	0.2	10	0	9	0.142857142857143	14	0.285714285714286	7	0.2	10	0.4	5	0.285714285714286	7	0	11	0.571428571428571	7	0.5	9	0	4	0.188797682279092	437
CP067102.1	1080697	0.466666666666667	10	0.5	9	0.362637362637363	14	0.571428571428571	8	0.428571428571429	8	0.571428571428571	7	0.43956043956044	14	0.466666666666667	10	0	3	0.535714285714286	8	0.555555555555556	10	0.5	4	0.4	5	0.555555555555556	9	0.533333333333333	6	0.333333333333333	6	0.571428571428571	7	0.285714285714286	7	0.327272727272727	11	0.478947368421053	20	0	5	0.6	6	0.6	6	0.327272727272727	11	0.538461538461538	14	0.5	9	0.388888888888889	9	0.484848484848485	12	0.571428571428571	7	1	2	0.571428571428571	7	0.535714285714286	8	0.555555555555556	9	0.419047619047619	15	0.555555555555556	9	0.513333333333333	25	0.388888888888889	9	0.6	5	0.571428571428571	8	0.5	4	0.456140350877193	19	0.436363636363636	11	0.555555555555556	9	0.5	16	0.388888888888889	9	0.303030303030303	12	0.533333333333333	6	0.388888888888889	9	0.545454545454545	11	0.533333333333333	10	0	10	0.533333333333333	6	0.500179662234998	484
CP067102.1	1080699	0.466666666666667	10	0	9	0.43956043956044	14	0.535714285714286	8	0.428571428571429	8	0.285714285714286	7	0.362637362637363	14	0.2	10	0.666666666666667	3	0.571428571428571	8	0.533333333333333	10	0	4	0.4	5	0.555555555555556	9	0.533333333333333	6	0.333333333333333	6	0.571428571428571	7	0.476190476190476	7	0.509090909090909	11	0.442105263157895	20	0.4	5	0	6	0.6	6	0.545454545454545	11	0.263736263736264	14	0.5	9	0.388888888888889	9	0.303030303030303	12	0.476190476190476	7	0	2	0.476190476190476	7	0.428571428571429	8	0.388888888888889	9	0.247619047619048	15	0.5	9	0.42	25	0.5	9	0.6	5	0.571428571428571	8	0	4	0.491228070175439	19	0.436363636363636	11	0.388888888888889	9	0.5	16	0.222222222222222	9	0.484848484848485	12	0.533333333333333	6	0.555555555555556	9	0.327272727272727	11	0.555555555555556	10	0.355555555555556	10	0.533333333333333	6	0.487346645449412	484
CP067102.1	1080704	0.555555555555556	9	0	10	0	13	0.222222222222222	9	0	9	0	7	0	17	0	10	0.533333333333333	6	0	9	0	8	0	6	0.333333333333333	6	0.2	10	0.222222222222222	9	0.25	8	0	7	0	8	0	11	0.209150326797386	18	0	7	0	6	0	4	0.166666666666667	12	0	14	0	12	0.509090909090909	11	0	20	0	10	0	2	0	9	0.333333333333333	6	0	9	0	16	0.181818181818182	11	0.153333333333333	25	0	10	0	8	0	8	NA	NA	0.233333333333333	16	0.166666666666667	12	0	7	0	15	0.2	10	0.142857142857143	14	0.4	5	0.2	10	0	11	0.327272727272727	11	0.428571428571429	8	0	4	0.120614035087719	513
CP067102.1	1080706	0.555555555555556	9	0	10	0.512820512820513	13	0.388888888888889	9	0.222222222222222	9	0	7	0.117647058823529	17	0.2	10	0.533333333333333	6	0.222222222222222	9	0.428571428571429	8	0	6	0.333333333333333	6	0.355555555555556	10	0.555555555555556	9	0.428571428571429	8	0.285714285714286	7	0	8	0.181818181818182	11	0.470588235294118	18	0.571428571428571	7	0.333333333333333	6	0.5	4	0.409090909090909	12	0.494505494505495	14	0.166666666666667	12	0.545454545454545	11	0.268421052631579	20	0	10	1	2	0.555555555555556	9	0.333333333333333	6	0.222222222222222	9	0.525	16	0.545454545454545	11	0.28	25	0.2	10	0	8	0.428571428571429	8	NA	NA	0.4	16	0.303030303030303	12	0.285714285714286	7	0	15	0.355555555555556	10	0.494505494505495	14	0.4	5	0.2	10	0.327272727272727	11	0.509090909090909	11	0.535714285714286	8	0.666666666666667	4	0.352796052631579	513
CP067102.1	1080841	0.602564102564103	13	0.708333333333333	16	0.6	15	0.366013071895425	18	0.631578947368421	19	0.690909090909091	11	0.666666666666667	12	0.416666666666667	9	0.53030303030303	12	0.705128205128205	13	0.689473684210526	20	0.527472527472527	14	0.692307692307692	14	0.688888888888889	10	0.692307692307692	13	0.5	9	0.722222222222222	9	0.8	5	0.678571428571428	8	0.774891774891775	22	0.263736263736264	14	0.564102564102564	13	0.666666666666667	12	0.717948717948718	13	0.620915032679739	18	0.684782608695652	24	0.690909090909091	11	0.7	25	0.727272727272727	11	1	2	0.563636363636363	11	0.511111111111111	10	0.661764705882353	17	0.676923076923077	26	0.660130718954248	18	0.640316205533597	23	0.555555555555556	9	0.621212121212121	12	0.512820512820513	13	0.628571428571429	15	0.676470588235294	17	0.512820512820513	13	0.636363636363636	11	0.615384615384615	14	0.644444444444444	10	0.56140350877193	19	0.678571428571428	8	0.639705882352941	17	0.476190476190476	7	0.621212121212121	12	0	7	0.688888888888889	10	0.665415265744213	704
CP067102.1	1080842	0.538461538461539	13	0.525	16	0.533333333333333	15	0.209150326797386	18	0.350877192982456	19	0.509090909090909	11	0.484848484848485	12	0.388888888888889	9	0.484848484848485	12	0.461538461538462	13	0.505263157894737	20	0.527472527472527	14	0.538461538461538	14	0.533333333333333	10	0.512820512820513	13	0.5	9	0.555555555555556	9	0.6	5	0.571428571428571	8	0.506493506493507	22	0.538461538461538	14	0.538461538461539	13	0.545454545454545	12	0.538461538461539	13	0.209150326797386	18	0.521739130434783	24	0.545454545454545	11	0.42	25	0.545454545454545	11	1	2	0.436363636363636	11	0.533333333333333	10	0.529411764705882	17	0.507692307692308	26	0.522875816993464	18	0.521739130434783	23	0.555555555555556	9	0.409090909090909	12	0.512820512820513	13	0.342857142857143	15	0.485294117647059	17	0.538461538461539	13	0.545454545454545	11	0.527472527472527	14	0.355555555555556	10	0.514619883040936	19	0.25	8	0.308823529411765	17	0.476190476190476	7	0.545454545454545	12	0.571428571428571	7	0.555555555555556	10	0.49100850252166	704
CP067102.1	1080843	0.538461538461539	13	0.4	16	0.514285714285714	15	0.294117647058823	18	0.198830409356725	19	0.181818181818182	11	0.53030303030303	12	0.5	9	0.545454545454545	12	0.512820512820513	13	0.336842105263158	20	0.527472527472527	14	0.142857142857143	14	0.466666666666667	10	0.461538461538462	13	0.5	9	0.388888888888889	9	0.4	5	0.25	8	0.0909090909090909	22	0.527472527472527	14	0.512820512820513	13	0.166666666666667	12	0.384615384615385	13	0.503267973856209	18	0.431159420289855	24	0.436363636363636	11	0.453333333333333	25	0.436363636363636	11	0	2	0.509090909090909	11	0.533333333333333	10	0.220588235294118	17	0.492307692307692	26	0	18	0.16600790513834	23	0.555555555555556	9	0.53030303030303	12	0	13	0.419047619047619	15	0.485294117647059	17	0.512820512820513	13	0.545454545454545	11	0.142857142857143	14	0.466666666666667	10	0.491228070175439	19	0.25	8	0.220588235294118	17	0.476190476190476	7	0.166666666666667	12	0	7	0	10	0.42375210138368	704
CP067102.1	1080846	0.538461538461539	13	0.4	16	0.514285714285714	15	0.294117647058823	18	0.198830409356725	19	0.181818181818182	11	0.53030303030303	12	0.5	9	0.545454545454545	12	0.512820512820513	13	0.336842105263158	20	0.527472527472527	14	0.142857142857143	14	0.466666666666667	10	0.461538461538462	13	0.5	9	0.388888888888889	9	0.4	5	0.25	8	0.0909090909090909	22	0.527472527472527	14	0.512820512820513	13	0.166666666666667	12	0.384615384615385	13	0.503267973856209	18	0.431159420289855	24	0.436363636363636	11	0.453333333333333	25	0.436363636363636	11	0	2	0.509090909090909	11	0.533333333333333	10	0.220588235294118	17	0.492307692307692	26	0	18	0.16600790513834	23	0.555555555555556	9	0.53030303030303	12	0	13	0.419047619047619	15	0.485294117647059	17	0.512820512820513	13	0.545454545454545	11	0.142857142857143	14	0.466666666666667	10	0.491228070175439	19	0.25	8	0.220588235294118	17	0.476190476190476	7	0.166666666666667	12	0	7	0	10	0.42375210138368	704
CP067102.1	1080848	0.602564102564103	13	0.708333333333333	16	0.6	15	0.366013071895425	18	0.631578947368421	19	0.690909090909091	11	0.666666666666667	12	0.416666666666667	9	0.53030303030303	12	0.705128205128205	13	0.689473684210526	20	0.527472527472527	14	0.692307692307692	14	0.688888888888889	10	0.692307692307692	13	0.5	9	0.722222222222222	9	0.8	5	0.678571428571429	8	0.774891774891775	22	0.263736263736264	14	0.564102564102564	13	0.666666666666667	12	0.717948717948718	13	0.620915032679739	18	0.684782608695652	24	0.690909090909091	11	0.7	25	0.727272727272727	11	1	2	0.563636363636364	11	0.511111111111111	10	0.661764705882353	17	0.676923076923077	26	0.660130718954248	18	0.640316205533597	23	0.555555555555556	9	0.621212121212121	12	0.512820512820513	13	0.628571428571429	15	0.676470588235294	17	0.512820512820513	13	0.636363636363636	11	0.615384615384615	14	0.644444444444444	10	0.56140350877193	19	0.678571428571429	8	0.639705882352941	17	0.476190476190476	7	0.621212121212121	12	0	7	0.688888888888889	10	0.665415265744213	704
CP067102.1	1080897	0.303030303030303	12	0.336842105263158	20	0.323809523809524	21	0.323809523809524	21	0.505263157894737	20	0.327272727272727	11	0.342857142857143	15	0.222222222222222	9	0.533333333333333	10	0.463768115942029	24	0.0833333333333333	24	0.545454545454545	11	0.512820512820513	13	0.263736263736264	14	0.263736263736264	14	0.428571428571429	8	0	9	0	7	0.527472527472527	14	0.4	16	0.525	16	0.409090909090909	12	0.133333333333333	15	0.325	16	0.325	16	0.22	25	0.222222222222222	9	0.237154150197628	23	0	13	0	2	0.5	16	0.545454545454545	11	0.311688311688312	22	0.43448275862069	30	0.344202898550725	24	0.270769230769231	26	0.571428571428571	8	0.533333333333333	15	0.220588235294118	17	0.505263157894737	20	0.391304347826087	24	0.53030303030303	12	0	12	0.198830409356725	19	0.476190476190476	15	0.0740740740740741	27	0.436363636363636	11	0.282051282051282	13	0.333333333333333	6	0	15	0.388888888888889	9	0	11	0.352356965618333	803
CP067102.1	1081135	0.538461538461539	13	0.220588235294118	17	0.519480519480519	22	0.538461538461539	13	0.458333333333333	16	0.555555555555556	9	0.458333333333333	16	1	2	0.514705882352941	17	0.303030303030303	12	0.382352941176471	17	0.535714285714286	8	0	7	0.466666666666667	10	0.409356725146199	19	0.666666666666667	3	0.6	6	0	4	0.308823529411765	17	0.514619883040936	19	0.53030303030303	12	0.555555555555556	10	0	11	0.222222222222222	9	0.523809523809524	21	0	20	0.571428571428571	8	0	13	0.384615384615385	13	NA	NA	0.538461538461539	13	0.545454545454545	11	0.538461538461538	14	0.382352941176471	17	0.514285714285714	15	0.294117647058823	18	0.555555555555556	9	0.2	10	0.362637362637363	14	0.494505494505495	14	0.529411764705882	18	0.43956043956044	14	0	7	0.409090909090909	12	0.355555555555556	10	0.0952380952380952	21	0	6	0.25	8	0.666666666666667	3	0.466666666666667	10	0.333333333333333	6	0.53030303030303	12	0.440066453674121	626
CP067102.1	1081157	0.571428571428571	7	0.303030303030303	12	0.505263157894737	20	0.538461538461539	13	0.458333333333333	16	0.533333333333333	6	0.436363636363636	11	1	2	0.527472527472527	14	0.436363636363636	11	0.538461538461538	14	0.5	9	0	8	0.555555555555556	9	0.42483660130719	18	0.666666666666667	3	0.6	6	0	4	0.233333333333333	16	0.519480519480519	22	0.484848484848485	12	0.6	5	0.166666666666667	12	0	8	0.522875816993464	18	0	18	0.53030303030303	12	0	12	0.509090909090909	11	0	2	0.509090909090909	11	0.545454545454545	12	0.545454545454545	12	0.43956043956044	14	0.538461538461538	14	0.280701754385965	19	0.535714285714286	8	0	9	0.282051282051282	13	0.514285714285714	15	0.5	9	0.166666666666667	12	0	9	0.409090909090909	12	0.355555555555556	10	0.1	20	0.25	8	0.5	4	0.666666666666667	3	0.476190476190476	7	0.5	4	0.461538461538462	13	0.447931879501968	569
CP067102.1	1081179	0.555555555555556	9	0	12	0	14	0.545454545454545	11	0	13	0.533333333333333	6	0.25	8	0.5	4	0.538461538461538	14	0.476190476190476	7	0.525	16	0.555555555555556	10	0	7	0.571428571428571	8	0.5	16	0	2	0.476190476190476	7	0	3	0.461538461538462	13	0.257142857142857	21	0.476190476190476	7	0.5	4	0.181818181818182	11	0	7	0.494505494505495	14	0.441176470588235	17	0.571428571428571	8	0	11	0.533333333333333	10	0	2	0.166666666666667	12	0.538461538461539	13	0.512820512820513	13	0.2	10	0.527472527472527	14	0.325	16	0.533333333333333	6	0.181818181818182	11	0.327272727272727	11	0.342857142857143	15	0.555555555555556	10	0.533333333333333	10	0.222222222222222	9	0.342857142857143	15	0.5	9	0.268421052631579	20	0.5	9	0.428571428571429	8	0.666666666666667	4	0.535714285714286	8	0.666666666666667	3	0.545454545454545	11	0.415091367359798	529
CP067102.1	1081202	0.494505494505495	14	0.133333333333333	15	0.117647058823529	17	0.538461538461538	14	0	19	0.555555555555556	9	0	6	0	3	0.514705882352941	17	0.327272727272727	11	0.529411764705882	18	0.545454545454545	12	0	7	0.545454545454545	11	0.485294117647059	17	0	3	0.53030303030303	12	0	4	0.494505494505495	14	0.246753246753247	22	0.476190476190476	7	0.5	4	0.436363636363636	11	0	8	0.522875816993464	18	0.42483660130719	18	0.555555555555556	10	0	12	0.484848484848485	12	0	2	0	9	0.514285714285714	15	0.461538461538462	13	0.166666666666667	12	0.456140350877193	19	0.280701754385965	19	0.535714285714286	8	0.142857142857143	14	0.303030303030303	12	0.366013071895425	18	0.523809523809524	22	0.509090909090909	11	0.25	8	0.466666666666667	10	0.533333333333333	10	0.246753246753247	22	0.466666666666667	10	0.484848484848485	12	0.533333333333333	6	0.5	9	0.6	6	0.494505494505495	14	0.413076038338658	626
CP067102.1	1081269	0.535714285714286	8	0.342857142857143	15	0	15	0.282051282051282	13	0.303030303030303	12	0.466666666666667	10	0.535714285714286	8	0.6	5	0.153846153846154	13	0.263736263736264	14	0.380952380952381	21	0	4	0.6	5	0	10	0.153846153846154	13	0	2	0.263736263736264	14	0.4	5	0.545454545454545	12	0.220588235294118	17	0.535714285714286	8	0.285714285714286	7	0	12	0	3	0.153846153846154	13	0	16	0	8	0.6	5	0	11	0.666666666666667	3	0	6	0.388888888888889	9	0	7	0.409090909090909	12	0.308823529411765	17	0.384615384615385	13	0	9	0.527472527472527	14	0	5	0.166666666666667	12	0	15	0	7	0.571428571428571	7	0.555555555555556	9	0.388888888888889	9	0.538461538461539	13	0.466666666666667	10	0.458333333333333	16	0.4	5	0.333333333333333	6	0.333333333333333	6	0.409090909090909	12	0.338166248338993	521
