Organelle type	GenBank accession	GenBank submission date	GenBank submitter	RefSeq accession	Organism taxid	Organism common name	Organism name	Bioproject accession	Length	Topology	Gene count
Chloroplast	MH173074.1	2018-04-05	Utah State University	NC_040206.1	414602		Bommeria hispida		156749	Circular	130
Chloroplast	MH173075.1	2018-04-05	Utah State University	NC_040207.1	164275		Pityrogramma trifoliata		148156	Circular	130
Chloroplast	MH173076.1	2018-04-05	Utah State University	NC_040208.1	170584		Tryonia myriophylla		156327	Circular	128
Chloroplast	MH173079.1	2018-04-05	Utah State University	NC_040209.1	412743		Adiantum aleuticum		157519	Circular	130
Chloroplast	MH173080.1	2018-04-05	Utah State University	NC_040210.1	170708		Gastoniella chaerophylla		148099	Circular	130
Chloroplast	MH173081.1	2018-04-05	Utah State University	NC_040211.1	414624		Cryptogramma acrostichoides		150162	Circular	129
Chloroplast	MH173082.1	2018-04-05	Utah State University	NC_040212.1	375903		Ceratopteris cornuta		154106	Circular	130
Chloroplast	MH173083.1	2018-04-05	Utah State University	NC_040213.1	40646		Myriopteris scabra		162051	Circular	130
Chloroplast	MH173084.1	2018-04-05	Utah State University	NC_040214.1	377232		Hemionitis ludens		157068	Circular	129
Chloroplast	MH173086.1	2018-04-05	Utah State University	NC_040215.1	451070		Haplopteris elongata		156002	Circular	127
Chloroplast	MH173088.1	2018-04-05	Utah State University	NC_040216.1	40966		Llavea cordifolia		149387	Circular	130
Chloroplast	MH173089.1	2018-04-05	Utah State University	NC_040217.1	38648		Vittaria graminifolia		151035	Circular	126
Chloroplast	MH173090.1	2018-04-05	Utah State University	NC_040218.1	38541		Scoliosorus ensiformis		145327	Circular	124
Chloroplast	MH173091.1	2018-04-05	Utah State University	NC_040219.1	57323		Vittaria appalachiana		149531	Circular	126
Chloroplast	MH319942.1	2018-05-09	Sun Yat-sen University	NC_040220.1	32090		Histiopteris incisa		160567	Circular	132
Chloroplast	MH319944.1	2018-05-09	Sun Yat-sen University	NC_040221.1	126675		Goniophlebium niponicum		152551	Circular	131
Chloroplast	MH926357.1	2018-09-18	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040222.1	35875	Welsh onion	Allium fistulosum		153164	Circular	132
Chloroplast	MG599475.1	2017-12-02	Zhejiang Sci-Tech University	NC_040223.1	1126415		Tricyrtis macropoda		155778	Circular	131
Chloroplast	MH352390.1	2018-05-15	Sun Yat-sen University	NC_040226.1	2044838		Pyrrosia bonii		158174	Circular	132
Chloroplast	MG717286.1	2017-12-20	French National Institute for Agricultural Research	NC_040849.1	3711	field mustard	Brassica rapa		153483	Circular	132
Chloroplast	MK209001.1	2018-11-23	Guangdong Key Lab of Ornamental Plant Germplasm Innovation and Utilization, Environmental Horticulture Research Institute	NC_040851.1	97750		Kaempferia galanga		163811	Circular	133
Chloroplast	MK209002.1	2018-11-23	Environmental Horticulture Research Institute	NC_040852.1	97749		Kaempferia elegans		163555	Circular	132
Chloroplast	MG764158.1	2018-01-08	National Instrumentation Center for Environmental Management	NC_040857.1	187269		Adenophora triphylla		154223	Circular	131
Chloroplast	MH101514.1	2018-03-21	Sichuan University	NC_040862.1	227903		Scurrula parasitica		121750	Circular	105
Chloroplast	MH121170.1	2018-03-26	Kunming Institute of Botany	NC_040864.1	1370057		Carya kweichowensis		175313	Circular	142
Chloroplast	MK267301.1	2018-12-06	Southwest Forestry University	NC_040866.1	118781		Populus tomentosa		156446	Circular	131
Chloroplast	MK267305.1	2018-12-06	Southwest Forestry University	NC_040867.1	2501770		Populus schneideri		156513	Circular	131
Chloroplast	MK267307.1	2018-12-06	Southwest Forestry University	NC_040868.1	1393206		Populus qamdoensis		156526	Circular	131
Chloroplast	MK267308.1	2018-12-06	Southwest Forestry University	NC_040869.1	2501769		Populus pseudoglauca		156512	Circular	131
Chloroplast	MK267310.1	2018-12-06	Southwest Forestry University	NC_040870.1	2501768		Populus kangdingensis		156523	Circular	131
Chloroplast	MK267311.1	2018-12-06	Southwest Forestry University	NC_040871.1	550460		Populus hopeiensis		155367	Circular	131
Chloroplast	MK267312.1	2018-12-06	Southwest Forestry University	NC_040872.1	2501767		Populus haoana		156523	Circular	131
Chloroplast	MK267313.1	2018-12-06	Southwest Forestry University	NC_040873.1	2501766		Populus gonggaensis		156466	Circular	131
Chloroplast	MK267318.1	2018-12-05	Southwest Forestry University	NC_040874.1	688333		Populus cathayana		156789	Circular	131
Chloroplast	MH028788.1	2018-03-06	Chungbuk National University	NC_040920.1	2498012		Chrysanthemum lucidum		150985	Circular	130
Plastid	MH549637.1	2018-06-28	University of Nebraska-Lincoln	NC_040923.1	62333		Dendrolycopodium obscurum		160877	Circular	133
Plastid	MH549640.1	2018-06-28	University of Nebraska-Lincoln	NC_040924.1	187475		Isoetes malinverniana		145535	Circular	130
Plastid	MH549641.1	2018-06-28	Field Museum	NC_040925.1	2029565		Isoetes piedmontana		145030	Circular	136
Plastid	MH549643.1	2018-06-28	University of Nebraska-Lincoln	NC_040926.1	81964		Selaginella kraussiana		129971	Circular	94
Plastid	MK089531.1	2018-10-24	University of Nebraska-Lincoln	NC_040927.1	59777		Selaginella lepidophylla		114693	Circular	87
Chloroplast	MK267315.1	2018-12-06	Southwest Forestry University	NC_040928.1	3690		Populus x canadensis		156957	Circular	131
Chloroplast	MK267316.1	2018-12-06	Southwest Forestry University	NC_040929.1	3696		Populus deltoides		156957	Circular	131
Plastid	MK397895.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040932.1	46107		Sarcobatus vermiculatus		152763	Circular	129
Plastid	MK397896.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040933.1	16481		Scaevola taccada		179105	Circular	132
Plastid	MK397897.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040934.1	54820		Silene aprica		150293	Circular	127
Plastid	MK397898.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040935.1	3999		Simmondsia chinensis		151737	Circular	120
Plastid	MK397906.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040936.1	39387		Gypsophila vaccaria		150042	Circular	126
Plastid	MK397907.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040937.1	79615		Weigela japonica		156600	Circular	127
Plastid	MK397928.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040938.1	63102		Rhabdodendron amazonicum		167847	Circular	125
Plastid	MK397933.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040939.1	4373		Drosophyllum lusitanicum		123305	Circular	103
Plastid	MK397885.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040941.1	3528	food pokeweed	Phytolacca acinosa		155121	Circular	127
Plastid	MK397899.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040942.1	427824		Stegnosperma cubense		155272	Circular	127
Plastid	MK397902.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040943.1	189791		Tamarix chinensis		156178	Circular	130
Plastid	MK397904.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040944.1	138902		Torricellia tiliifolia		158548	Circular	129
Plastid	MK397905.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040945.1	437579		Trigastrotheca stricta		154518	Circular	129
Plastid	MK397908.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040946.1	1904701		Achatocarpus nigricans		131863	Circular	111
Plastid	MK397909.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040947.1	2518633		Achatocarpus pubescens		131763	Circular	111
Plastid	MK397914.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040948.1	2518634		Asteropeia rhopaloides		141773	Circular	110
Plastid	MK397922.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040949.1	124817		Halophytum ameghinoi		118334	Circular	100
Plastid	MK397923.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040950.1	2518615		Kewa sp. GY-2019		135316	Circular	111
Plastid	MK397925.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040951.1	2518635		Lophiocarpus tenuissimus		127984	Circular	111
Plastid	MK397926.1	2019-01-10	Kunming Institute of Botany, Chinese Academy of Sciences	NC_040952.1	2518623		Macarthuria keigheryi		130003	Circular	111
Chloroplast	MH910611.1	2018-09-13	Southwest Forestry University	NC_040953.1	2040574		Populus xiangchengensis		156465	Circular	131
Chloroplast	MH607378.1	2018-07-11	Nanjing Forestry University	NC_040954.1	86739		Magnolia zenii		160048	Circular	130
Chloroplast	MG717940.1	2017-12-20	School of life science	NC_040958.1	45187		Zelkova serrata		158999	Circular	133
Chloroplast	MH579750.1	2018-07-05	Zunyi Medical University	NC_040959.1	638627		Lonicera macranthoides		154897	Circular	130
Chloroplast	MG727865.1	2017-12-22	Sungkyunkwan University	NC_040960.1	117265		Rosa maximowicziana		156405	Circular	134
Chloroplast	MK176510.1	2018-11-13	Northwest university	NC_040961.1	180558		Lonicera nervosa		154862	Circular	128
Chloroplast	MK176511.1	2018-11-13	Northwest university	NC_040962.1	447670		Lonicera hispida		154553	Circular	128
Chloroplast	MK176512.1	2018-11-13	Northwest university	NC_040963.1	447669		Lonicera ferdinandi		154513	Circular	128
Chloroplast	MH778959.1	2018-08-20	National Institute of Agricultural Sciences (NAS)	NC_040964.1	29746		Aralia cordata		156087	Circular	134
Chloroplast	MH841939.1	2018-09-05	University of Vienna	NC_040965.1	365556		Doona zeylanica		151486	Circular	126
Chloroplast	MH841940.1	2018-09-05	University of Vienna	NC_040966.1	2029437		Rubroshorea pachyphylla		150753	Circular	128
Chloroplast	MH159130.1	2018-04-03	Research Center of Biotechnology of RAS	NC_040972.1	48666		Allium altaicum		153129	Circular	135
Plastid	MG874034.1	2018-01-26	West Virginia University	NC_040978.1	459592		Corallorhiza striata var. striata		141202	Circular	128
Plastid	MG874035.1	2018-01-26	West Virginia University	NC_040979.1	459584		Corallorhiza bentleyi		124482	Circular	118
Plastid	MG874037.1	2018-01-26	West Virginia University	NC_040980.1	2517251		Calypso bulbosa var. occidentalis		149313	Circular	129
Plastid	MG874038.1	2018-01-26	West Virginia University	NC_040981.1	459591		Corallorhiza striata var. involuta		124433	Circular	117
Plastid	MG874040.1	2018-01-26	West Virginia University	NC_040982.1	2517252		Corallorhiza cf. striata 'CA'		137068	Circular	121
Chloroplast	MG897127.1	2018-02-02	A.N.Belozersky Institute, M.V.Lomonosov Moscow State University	NC_040983.1	35924	Chinese peony	Paeonia lactiflora		152747	Circular	132
Chloroplast	MG880221.1	2018-02-01	Kunming Institute of Botany	NC_040984.1	48391		Barbeya oleoides		163827	Circular	129
Chloroplast	MG012225.1	2017-09-27	Beijing Forestry University	NC_040988.1	873093		Acer wilsonii		157067	Circular	136
Chloroplast	MK131395.1	2018-11-06	Chinese Academy of Forestry	NC_040992.1	36777	Russian olive	Elaeagnus angustifolia		150546	Circular	132
Plastid	MH549638.1	2018-06-28	University of Nebraska-Lincoln	NC_040993.1	13841		Diphasiastrum digitatum		159614	Circular	133
Plastid	MH549642.1	2018-06-28	University of Nebraska-Lincoln	NC_040994.1	3252	stag's-horn clubmoss	Lycopodium clavatum		151819	Circular	133
Chloroplast	MH628454.1	2018-07-17	Research Institute of Forestry, Chinese Academy of Forestry	NC_040995.1	2501417		Corylus wangii		159825	Circular	133
Chloroplast	MH628453.1	2018-07-17	Research Institute of Forestry, Chinese Academy of Forestry	NC_040996.1	253212		Alnus cremastogyne		160538	Circular	133
Chloroplast	MG727864.1	2017-12-22	Sungkyunkwan University	NC_040997.1	74648		Rosa lucieae		156506	Circular	134
Plastid	MK262782.1	2018-12-05	University of Vienna, Faculty of Life Sciences	NC_040999.1	37723	tufted hair grass	Deschampsia cespitosa		135340	Circular	138
Chloroplast	MH648610.1	2018-07-19	Universidad de Granada	NC_041000.1	85337		Trichomanes speciosum		146874	Circular	133
Chloroplast	MK241981.1	2018-11-29	BC Cancer Genome Sciences Centre	NC_041067.1	3334	Engelmann's spruce	Picea engelmannii	PRJNA504036	123542	Circular	114
Chloroplast	MK096789.1	2018-10-25	Jiangsu Province and Chinese Academy of Sciences	NC_041074.1	172643		Zelkova schneideriana		158991	Circular	129
Chloroplast	MF179637.1	2017-05-31	Beijing Forestry University	NC_041080.1	1642853		Acer amplum subsp. catalpifolium		157349	Circular	137
Chloroplast	KU696970.1	2016-02-10	Institute of Botany, Chinese Academy of Sciences	NC_041081.1	699964		Chikusichloa mutica		136603	Circular	129
Chloroplast	MK036045.1	2018-10-09	Jiangxi Agricultural University	NC_041087.1	4045		Apium graveolens		152050	Circular	129
Chloroplast	MK036046.1	2018-10-09	Jiangxi Agricultural University	NC_041088.1	3677		Trichosanthes kirilowii		157481	Circular	129
Chloroplast	MH603953.1	2018-07-10	Institute of Chinese Materia Medica	NC_041091.1	342060		Salvia przewalskii		151319	Circular	134
Chloroplast	MH603954.1	2018-07-10	Institute of Chinese Materia Medica	NC_041092.1	587670		Salvia bulleyana		151547	Circular	134
Chloroplast	MK156801.1	2018-11-08	Institute of Botany, the Chinese Academy of Sciences	NC_041098.1	189559		Selaginella indica		122460	Circular	87
Chloroplast	MG272482.1	2017-10-26	Institute of Botany, the Chinese Academy of Sciences	NC_041099.1	189576		Selaginella vardei		121254	Circular	85
Chloroplast	MH933861.1	2018-09-20	Molecular Ecology Lab	NC_041102.1	720867		Deutzianthus tonkinensis		163481	Circular	134
Chloroplast	MH041484.1	2018-03-11	University of Oman	NC_041103.1	1173001		Commiphora foliacea		160249	Circular	140
Chloroplast	MH042752.1	2018-03-12	University of Oman	NC_041104.1	1700993		Commiphora gileadensis		160268	Circular	142
Chloroplast	MH046871.1	2018-03-12	Northweat university	NC_041108.1	71649		Pinus pumila		117400	Circular	114
Chloroplast	MH032560.1	2018-03-07	School of life science	NC_041110.1	112863	goji berry	Lycium barbarum		155656	Circular	132
Chloroplast	MH376309.1	2018-05-22	Research Institute for Dok-do and Ulleung-do Island	NC_041113.1	63744		Phytolacca insularis		156419	Circular	131
Chloroplast	MH286934.1	2018-05-02	Universiti Putra Malaysia	NC_041117.1	223753		Aquilaria malaccensis		174832	Circular	140
Chloroplast	MG917095.1	2018-02-05	Northwest A&F University	NC_041119.1	149022		Syringa pinnatifolia		155326	Circular	131
Chloroplast	MH348274.1	2018-05-14	University of Turku	NC_041122.1	1481379		Trichomanes trollii		150965	Circular	130
Chloroplast	MG719828.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041125.1	153558		Styrax suberifolius		158480	Circular	132
Chloroplast	MG719829.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041126.1	1609849		Alniphyllum pterospermum		155185	Circular	131
Chloroplast	MG719830.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041127.1	85887		Halesia carolina		159018	Circular	132
Chloroplast	MG719831.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041128.1	86865		Halesia diptera		158849	Circular	86
Chloroplast	MG719833.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041129.1	212706		Clethra delavayi		157253	Circular	131
Chloroplast	MG719834.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041130.1	362732		Sideroxylon wightianum		159538	Circular	131
Chloroplast	MG719835.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041131.1	363218		Sinojackia microcarpa		158739	Circular	131
Chloroplast	MG719836.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041132.1	153521		Huodendron biaristatum		158499	Circular	132
Chloroplast	MG719838.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041133.1	167990		Pterostyrax psilophyllus		158835	Circular	132
Chloroplast	MG719839.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041134.1	167987		Pterostyrax corymbosus		158836	Circular	132
Chloroplast	MG719840.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041135.1	167989		Pterostyrax hispidus		158879	Circular	125
Chloroplast	MG719841.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041136.1	168115		Perkinsiodendron macgregorii		158602	Circular	132
Chloroplast	MG719842.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041137.1	167983		Bruinsmia styracoides		156434	Circular	130
Chloroplast	MG719843.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041138.1	153554		Styrax ramirezii		158315	Circular	132
Chloroplast	MG719844.1	2017-12-20	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041139.1	85889		Rehderodendron macrocarpum		157934	Circular	138
Chloroplast	MK047605.1	2018-10-06	Guizhou University of Engineering Science	NC_041146.1	283157		Isoetes yunguiensis		145355	Circular	135
Chloroplast	MG572117.1	2017-11-24	South China Agricultural University	NC_041149.1	153762		Neolamarckia cadamba		154999	Circular	130
Chloroplast	MK105897.1	2018-10-27	Guangxi Institute of Forestry Science	NC_041150.1	2152832		Pinus crassicorticea		119729	Circular	104
Chloroplast	MH936550.1	2018-09-20	InfoBoss Co. Ltd.	NC_041159.1	434245		Dysphania pumilio		151962	Circular	128
Chloroplast	MK144833.1	2018-11-05	InfoBoss Co., Ltd.	NC_041161.1	411227		Plantago depressa		164617	Circular	140
Chloroplast	MG644608.1	2017-12-03	Sun Yat-sen University	NC_041163.1	96568		Chunia bucklandioides		159814	Circular	134
Chloroplast	MG644609.1	2017-12-03	Sun Yat-sen University	NC_041164.1	568080		Erythrophleum fordii		160116	Circular	129
Chloroplast	MK120981.1	2018-11-02	InfoBoss Co., Ltd.	NC_041166.1	1137891		Pseudostellaria palibiniana		149668	Circular	126
Chloroplast	MG717287.1	2017-12-20	French National Institute for Agricultural Research	NC_041167.1	3712	wild cabbage	Brassica oleracea		153364	Circular	132
Chloroplast	MG722902.1	2017-12-22	Chinese Academy of Sciences, Wuhan Botanical Garden	NC_041171.1	168120		Changiostyrax dolichocarpus		159136	Circular	132
Chloroplast	MK134678.1	2018-11-06	InfoBoss Co., Ltd.	NC_041178.1	13044		Potentilla indica		156050	Circular	129
Chloroplast	MH590345.1	2018-07-07	Museum National d'Histoire Naturelle	NC_041179.1	78719		Cephalanthera damasonium		161699	Circular	132
Chloroplast	MH590346.1	2018-07-07	Museum National d'Histoire Naturelle	NC_041180.1	428214		Cephalanthera longibracteata		161986	Circular	132
