"Sample"	"sampleID"	"am_environment"	"ammonium_nitrogen_wt"	"ammonium_nitrogen_wt_meth"	"biotic_relationship"	"boron_hot_cacl2"	"boron_hot_cacl2_meth"	"clay"	"clay_meth"	"coarse_sand"	"coarse_sand_meth"	"collection_date"	"collection_permit"	"color"	"color_meth"	"conductivity"	"conductivity_meth"	"crop_rotation_1yr_since_present"	"crop_rotation_2yrs_since_present"	"crop_rotation_3yrs_since_present"	"crop_rotation_4yrs_since_present"	"crop_rotation_5yrs_since_present"	"database_schema_definitions_url"	"density"	"density_meth"	"depth"	"depth_lower"	"depth_upper"	"dtpa_copper"	"dtpa_copper_meth"	"dtpa_iron"	"dtpa_iron_meth"	"dtpa_manganese"	"dtpa_manganese_meth"	"dtpa_zinc"	"dtpa_zinc_meth"	"elev"	"env_broad_scale"	"env_local_scale"	"env_medium"	"exc_aluminium"	"exc_aluminium_meth"	"exc_calcium"	"exc_calcium_meth"	"exc_magnesium"	"exc_magnesium_meth"	"exc_potassium"	"exc_potassium_meth"	"exc_sodium"	"exc_sodium_meth"	"fine_sand"	"fine_sand_meth"	"fire"	"funding_agency"	"general_env_feature"	"geo_loc_name"	"gravel"	"gravel_meth"	"hyperspectral_analysis"	"hyperspectral_analysis_meth"	"lat_lon"	"latitude"	"local_class"	"local_class_meth"	"longitude"	"microbial_biomass"	"microbial_biomass_meth"	"nitrate_nitrogen"	"nitrate_nitrogen_meth"	"notes"	"nucl_acid_ext"	"organic_carbon"	"organic_carbon_meth"	"ph"	"ph_meth"	"ph_solid_h2o"	"ph_solid_h2o_meth"	"phosphorus_colwell"	"phosphorus_colwell_meth"	"potassium_colwell"	"potassium_colwell_meth"	"profile_position"	"samp_collect_device"	"samp_mat_process"	"sample_attribution"	"sample_database_file"	"sample_metadata_ingest_date"	"sample_metadata_ingest_file"	"sample_metadata_update_history"	"sample_site_location_description"	"sample_submitter"	"sample_type"	"sand"	"sand_meth"	"silt"	"silt_meth"	"slope_aspect"	"slope_gradient"	"source_mat_id"	"store_cond"	"sulphur"	"sulphur_meth"	"synonyms"	"texture"	"texture_meth"	"total_nitrogen"	"total_nitrogen_meth"	"url"	"utc_date_sampled"	"utc_time_sampled"	"vegetation_dom_grasses"	"vegetation_dom_grasses_meth"	"vegetation_dom_shrubs"	"vegetation_dom_shrubs_meth"	"vegetation_dom_trees"	"vegetation_dom_trees_meth"	"vegetation_total_cover"	"vegetation_type"	"water_content"	"water_content_soil_meth"	"bio12"	"bio1"	"et0_v3_yr"	"ai_v3_yr"	"AI"	"percent_duplicates"	"percent_gc"	"avg_sequence_length"	"percent_fails"	"total_sequences"	"AI_bin"	"Dataset"
"X401583"	401583	"Soil"	2.234373274	"meth_2.1"	"Free-living"	NA	""	21.11	"meth_1.23"	NA	""	"2021-02-05T00:00:00"	"SL102346"	""	""	0.1515	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.958203927	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.2 Wilderness area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.7347 151.14209"	-33.7347	"Sodosol"	"meth_2.27"	151.14209	12.4551514	"meth_1.23"	11.27790281	"meth_2.1"	""	""	0.006904256	"meth_2.1"	NA	""	5.18	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Birubi Av"	"Kumari Rajapaksha Prathirajage"	"Soil"	58.69	"meth_1.23"	20.2	"meth_1.23"	NA	NA	"102.100.100/401583"	"frozen"	NA	""	"36_2"	"Sandy clay loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401583"	"2/5/21"	""	"Oplismenus imbecillus (50%); Dianella longifolia (2%); Oplismenus aemulus (50%); Lachnagrostis filiformis (50%)"	"meth_2.28"	"Pittosporum undulatum (12%); Homalanthus populifolius (5%); Acacia longifolia (1%); Polyscias sambucifolia (2%); Breynia oblongifolia (3%); Ozothamnus diosmifolius (1%)"	"meth_2.28"	"Eucalyptus saligna (35%); Eucalyptus pilularis (5%); Acacia parramattensis (12%); Melia azederach (2%); Glochidion ferdinandi (1%)"	"meth_2.28"	NA	"Woodland"	35.47854785	"meth_2.1"	1297	16.86283	1527	8614	0.8614	10.1357823037494	63	150.664140943049	9.09090909090909	26046265	"Bin3"	"BASE"
"X401573"	401573	"Soil"	65.68794239	"meth_2.1"	"Free-living"	NA	""	16.91	"meth_1.23"	NA	""	"2021-02-04T00:00:00"	"SL102346"	""	""	0.0975	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.498482216	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.7359 151.15628"	-33.7359	"Sodosol"	"meth_2.27"	151.15628	13.25745516	"meth_1.23"	15.39788752	"meth_2.1"	""	""	0.031300274	"meth_2.1"	NA	""	4.99	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Browns Forest"	"Kumari Rajapaksha Prathirajage"	"Soil"	47.09	"meth_1.23"	36	"meth_1.23"	NA	NA	"102.100.100/401573"	"frozen"	NA	""	"26_2"	"Loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401573"	"2/4/21"	""	"Oplismenus aemulus (4%)"	"meth_2.28"	"Persoonia linearis (1%); Polyscias sambucifolia (1%); Notelaea ovata (1%); Persoonia linearis (1%)"	"meth_2.28"	"Allocasuarina torulosa (5%); Eucalyptus saligna (10%); Eucalyptus pilularis (25%); Eucalyptus fastigata (5%)"	"meth_2.28"	NA	"Woodland"	82.85714286	"meth_2.1"	1297	16.86283	1526	8718	0.8718	12.052992935088	62	150.670616767191	9.09090909090909	26015878	"Bin3"	"BASE"
"X401638"	401638	"Soil"	4	"meth_2.1"	"Free-living"	0.38	"meth_2.1"	NA	""	NA	""	"2021-12-08T00:00:00"	"SL102523"	"DKBR"	"meth_2.1"	0.058	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.13	"meth_2.1"	54.2	"meth_2.1"	3.12	"meth_2.1"	0.29	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.1 Strict nature reserve"	"Soil [ENVO_00001998]"	0.58	"meth_2.1"	1.33	"meth_2.1"	1.3	"meth_2.1"	0.09	"meth_2.1"	0.1	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-30.8315 152.989"	-30.8315	"Rudosol"	"meth_2.27"	152.989	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Summit/ridge}"	""	2.69	"meth_2.1"	3.3	"meth_2.1"	4.6	"meth_2.1"	1e-10	"meth_2.1"	50	"meth_2.1"	"summit"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Stuart Point"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401638"	"frozen"	3.4	"meth_2.1"	"AMI022-0"	"1"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401638"	"12/8/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1434	18.85814	1647	8578	0.8578	10.2516993693545	63	150.674011326828	9.09090909090909	25739244	"Bin3"	"BASE"
"X401581"	401581	"Soil"	4.575677381	"meth_2.1"	"Free-living"	NA	""	7.71	"meth_1.23"	NA	""	"2021-02-05T00:00:00"	"SL102346"	""	""	0.1005	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	1.994466963	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.2 Wilderness area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.73052 151.10703"	-33.73052	"Sodosol"	"meth_2.27"	151.10703	14.48633133	"meth_1.23"	7.173934806	"meth_2.1"	""	""	0.032519256	"meth_2.1"	NA	""	5.42	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Fox Valley Road"	"Kumari Rajapaksha Prathirajage"	"Soil"	84.09	"meth_1.23"	8.2	"meth_1.23"	NA	NA	"102.100.100/401581"	"frozen"	NA	""	"34_2"	"Loamy sand"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401581"	"2/5/21"	""	"Oplismenus imbecillus (3%)"	"meth_2.28"	"Pittosporum undulatum (3%)"	"meth_2.28"	"Eucalyptus saligna (20%); Syncarpia glomulifera (30%); Brachychiton acerifolius (1%); Eucalyptus paniculata (4%); Eucalyptus pilularis (6%)"	"meth_2.28"	NA	"Woodland"	28.18181818	"meth_2.1"	1218	16.91033	1537	8077	0.8077	10.0205798689091	64	150.67852132739	9.09090909090909	25655226	"Bin3"	"BASE"
"X401593"	401593	"Soil"	25.73656402	"meth_2.1"	"Free-living"	NA	""	14.91	"meth_1.23"	NA	""	"2021-02-01T00:00:00"	"SL102346"	""	""	0.0861	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	2.02020202	"meth_1.23"	0	0.1	0	NA	""	NA	""	NA	""	NA	""	NA	"1 Conservation and Natural Environments"	"1.1.7 Other conserved area"	"Soil [ENVO_00001998]"	NA	""	NA	""	NA	""	NA	""	NA	""	NA	""	""	"Australian Microbiome Initiative; Saving Our Species (SOS) Project Grant [DPIE (former OEH); NSW]"	"Temperate"	"Australia:Sydney [GAZ_02000355]"	""	""	""	""	"-33.74244 151.03748"	-33.74244	"Sodosol"	"meth_2.27"	151.03748	15.73168565	"meth_1.23"	6.883857836	"meth_2.1"	""	""	0.007809365	"meth_2.1"	NA	""	5.41	"meth_2.1"	NA	""	NA	""	""	"meth_1.23"	"meth_1.23"	"Kumari Rajapaksha Prathirajage; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0024_Powell_xlsx"	""	"Cumberland State Forest"	"Kumari Rajapaksha Prathirajage"	"Soil"	72.89	"meth_1.23"	12.2	"meth_1.23"	NA	NA	"102.100.100/401593"	"frozen"	NA	""	"46_2"	"Sandy loam"	"meth_1.23"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401593"	"2/1/21"	""	"Dianella caerulea (1%); Oplismenus aemulus (5%)"	"meth_2.28"	"Pittosporum undulatum (3%); Breynia oblongifolia (3%); Ficus coronata (2%); Elaeodendron australe (1%)"	"meth_2.28"	"Eucalyptus pilularis (20%); Alphitonia excelsa (20%); Brachychiton acerifolius (7%); Ceratopetalum apetalum (5%); Eucalyptus saligna (20%); Glochidion ferdinandi (5%); Eucalyptus paniculata (2%); Allocasuarina littoralis (2%)"	"meth_2.28"	NA	"Woodland"	28.52404643	"meth_2.1"	1096	17.0865	1584	6973	0.6973	9.31586835827265	63	150.665203101187	9.09090909090909	25613932	"Bin3"	"BASE"
"X401624"	401624	"Soil"	1	"meth_2.1"	"Free-living"	0.31	"meth_2.1"	NA	""	NA	""	"2021-11-30T00:00:00"	"SL102523"	"GRYW"	"meth_2.1"	0.026	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.37	"meth_2.1"	50	"meth_2.1"	0.68	"meth_2.1"	0.31	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.72	"meth_2.1"	0.49	"meth_2.1"	0.35	"meth_2.1"	0.09	"meth_2.1"	0.06	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"5"	"meth_2.1"	""	""	"-33.5857 151.28383"	-33.5857	"Kandosol"	"meth_2.27"	151.28383	NA	""	1e-10	"meth_2.1"	"Submitted value={profile_position:Summit/ridge}"	""	1.14	"meth_2.1"	4.6	"meth_2.1"	5.6	"meth_2.1"	2	"meth_2.1"	44	"meth_2.1"	"summit"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Kuringai Chase"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401624"	"frozen"	3.9	"meth_2.1"	"AMI015-0"	"1"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401624"	"11/30/21"	""	""	""	""	""	""	""	NA	"Woodland"	NA	""	1303	16.94905	1488	8809	0.8809	10.6633020019567	61	150.676876209516	9.09090909090909	25549985	"Bin3"	"BASE"
"X138538"	138538	"Soil"	5	"meth_2.1"	"Free-living"	0.28	"meth_2.1"	1.89	"meth_2.1"	84.62	"meth_2.1"	"2022-03-17T04:00:00"	""	"LTGR"	"meth_2.1"	0.022	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	1.11	"meth_2.1"	31.5	"meth_2.1"	7.89	"meth_2.1"	8.49	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.4 Natural feature protection"	"Soil [ENVO_00001998]"	0.04	"meth_2.1"	2.71	"meth_2.1"	0.97	"meth_2.1"	0.06	"meth_2.1"	0.08	"meth_2.1"	9.53	"meth_2.1"	""	""	"Coastal (coastal terrestrial including cliff; rocky shore)"	"Australia:Tasmania [GAZ_00007396]"	"10-May"	"meth_2.1"	""	""	"-41.029754 147.008853"	-41.029754	"Kurosol"	"meth_2.27"	147.008853	NA	""	1e-10	"meth_2.1"	"ammunition dump"	"meth_3.1.1"	2.17	"meth_2.1"	4.2	"meth_2.1"	5.6	"meth_2.1"	5	"meth_2.1"	37	"meth_2.1"	""	"meth_1.1"	""	""	"AM_db_v4.2_202408091431.db"	"8/4/22"	"LOW_HEAD_metadata_xlsxUTC_convert_xlsx"	"LOW_HEAD_CSBP_210507_PREPAID_001_AM_SOIL_format_UPDATE_xlsx; soil_depths_LowHead_UPDATE_xlsx; AM_curate_geo_loc_name_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	"Low Head"	"Bissett"	"Soil"	94.15	"meth_2.1"	3.97	"meth_2.1"	NA	0	"102.100.100/138538"	""	3	"meth_2.1"	""	"1.5"	"meth_2.1"	0.17	"meth_2.1"	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/138538"	"3/17/22"	"4:00:00"	""	""	""	""	""	""	100	"Grassland"	NA	""	823	12.79983	1254	6458	0.6458	10.0411646887922	63	150.69096551216	9.09090909090909	25474283	"Bin3"	"BASE"
"X401616"	401616	"Soil"	9	"meth_2.1"	"Free-living"	1.1	"meth_2.1"	NA	""	NA	""	"2021-11-30T00:00:00"	"SL102523"	"DKGR"	"meth_2.1"	0.15	"meth_2.1"	"No crop"	"No crop"	"No crop"	"No crop"	"No crop"	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	2.51	"meth_2.1"	64.7	"meth_2.1"	91.07	"meth_2.1"	13.14	"meth_2.1"	NA	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.05	"meth_2.1"	10.2	"meth_2.1"	2.97	"meth_2.1"	0.57	"meth_2.1"	0.11	"meth_2.1"	NA	""	""	"Australian Microbiome Initiative; Australian Research Council"	""	"Australia:New South Wales [GAZ_00002793]"	"0"	"meth_2.1"	""	""	"-34.4029 150.84216"	-34.4029	"Kandosol"	"meth_2.27"	150.84216	NA	""	50	"meth_2.1"	"Submitted value={profile_position:Lower slope}"	""	3.86	"meth_2.1"	5.1	"meth_2.1"	5.9	"meth_2.1"	37	"meth_2.1"	297	"meth_2.1"	"footslope"	"meth_1.1"	""	"Jeff Powell; Western Sydney University"	"AM_db_v4.2_202408091431.db"	"12/8/22"	"Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx"	"Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;"	"Wollongong"	"Jeff Powell"	"Soil"	NA	""	NA	""	NA	NA	"102.100.100/401616"	"frozen"	14.1	"meth_2.1"	"AMI011-0"	"2.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401616"	"11/30/21"	""	""	""	""	""	""	""	NA	"Forest"	NA	""	1401	16.11083	1485	9377	0.9377	10.0932791543451	64	150.679828197461	9.09090909090909	25380533	"Bin3"	"BASE"
"X12828"	12828	"Soil"	58	"meth_2.1"	"Free-living"	0.6	"meth_2.1"	21.41	"meth_2.1"	54.47	"meth_2.1"	"2013-10-29T00:00:00"	""	"GR"	""	0.081	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.34	"meth_2.1"	86.56	"meth_2.1"	27.8	"meth_2.1"	12.32	"meth_2.1"	895	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	1.182	"meth_2.1"	2.38	"meth_2.1"	0.96	"meth_2.1"	0.32	"meth_2.1"	0.09	"meth_2.1"	14.46	"meth_2.1"	""	""	"Tropical (wet)"	"Australia:Queensland [GAZ_00002792]"	"15"	"meth_2.1"	""	""	"-17.1036 145.61195"	-17.1036	"Dermosol"	"meth_2.27"	145.61195	NA	""	3	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	4.34	"meth_2.1"	4.4	"meth_2.1"	5.4	"meth_2.1"	7	"meth_2.1"	123	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx;"	"Mt Edith"	""	"Soil"	68.93	"meth_2.1"	9.66	"meth_2.1"	15	10	"102.100.100/12828"	"frozen"	10.8	"meth_2.1"	""	"1.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12828"	"10/29/13"	""	""	""	""	""	""	""	NA	"Forest"	24.1	"meth_2.1"	2384	19.30817	1505	18845	1.8845	0.704112541702813	61	150.834500037386	0	37206522	"Bin4"	"BASE"
"X12816"	12816	"Soil"	17	"meth_2.1"	"Free-living"	0.93	"meth_2.1"	24.16	"meth_2.1"	42.38	"meth_2.1"	"2013-10-30T00:00:00"	""	"LTGR"	""	0.099	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.96	"meth_2.1"	120.57	"meth_2.1"	58.74	"meth_2.1"	5.41	"meth_2.1"	100	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	1.552	"meth_2.1"	1.69	"meth_2.1"	1.27	"meth_2.1"	0.41	"meth_2.1"	0.2	"meth_2.1"	14.5	"meth_2.1"	""	""	"Tropical (wet)"	"Australia:Queensland [GAZ_00002792]"	"15"	"meth_2.1"	""	""	"-16.103417 145.447883"	-16.103417	"Dermosol"	"meth_2.27"	145.447883	NA	""	4	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	4.93	"meth_2.1"	4.2	"meth_2.1"	5.1	"meth_2.1"	7	"meth_2.1"	161	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;"	"Cape Tribulation"	""	"Soil"	56.88	"meth_2.1"	18.95	"meth_2.1"	150	5	"102.100.100/12816"	"frozen"	14.2	"meth_2.1"	""	"1.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12816"	"10/30/13"	""	""	""	""	""	""	""	NA	"Forest"	22.5	"meth_2.1"	3102	22.73317	1736	20809	2.0809	0.770719680016171	61	150.861891348009	0	36353204	"Bin4"	"BASE"
"X12818"	12818	"Soil"	16	"meth_2.1"	"Free-living"	0.76	"meth_2.1"	19.42	"meth_2.1"	19.83	"meth_2.1"	"2013-10-30T00:00:00"	""	"BRYW"	""	0.104	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	1.25	"meth_2.1"	93.63	"meth_2.1"	148.61	"meth_2.1"	3.86	"meth_2.1"	56	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	0.368	"meth_2.1"	5.16	"meth_2.1"	1.79	"meth_2.1"	0.5	"meth_2.1"	0.16	"meth_2.1"	21.8	"meth_2.1"	""	""	"Tropical (wet)"	"Australia:Queensland [GAZ_00002792]"	"0"	"meth_2.1"	""	""	"-16.102983 145.447217"	-16.102983	"Dermosol"	"meth_2.27"	145.447217	NA	""	28	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	4.62	"meth_2.1"	4.6	"meth_2.1"	5.5	"meth_2.1"	9	"meth_2.1"	196	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;"	"Cape Tribulation"	""	"Soil"	41.63	"meth_2.1"	38.94	"meth_2.1"	NA	0	"102.100.100/12818"	"frozen"	11.3	"meth_2.1"	""	"2"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12818"	"10/30/13"	""	""	""	""	""	""	""	NA	"Forest"	28.7	"meth_2.1"	3102	22.73317	1736	20809	2.0809	0.684511208151321	61	150.829502493915	0	34868076	"Bin4"	"BASE"
"X12824"	12824	"Soil"	14	"meth_2.1"	"Free-living"	0.64	"meth_2.1"	25.09	"meth_2.1"	58.33	"meth_2.1"	"2013-10-29T00:00:00"	""	"BRYW"	""	0.05	"meth_2.1"	""	""	""	""	""	"https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx"	NA	""	0	0.1	0	0.44	"meth_2.1"	109.96	"meth_2.1"	5.19	"meth_2.1"	17.28	"meth_2.1"	718	"1 Conservation and Natural Environments"	"1.1.3 National park"	"Soil [ENVO_00001998]"	1.648	"meth_2.1"	0.33	"meth_2.1"	0.37	"meth_2.1"	0.18	"meth_2.1"	0.06	"meth_2.1"	10.29	"meth_2.1"	""	""	"Tropical (wet)"	"Australia:Queensland [GAZ_00002792]"	"15"	"meth_2.1"	""	""	"-17.121083 145.630883"	-17.121083	"Dermosol"	"meth_2.27"	145.630883	NA	""	7	"meth_2.1"	"geo_loc_name: state/territory values derived from lat_lon using Nominatim"	"meth_3.1.1"	3.23	"meth_2.1"	4.1	"meth_2.1"	4.9	"meth_2.1"	8	"meth_2.1"	72	"meth_2.1"	""	""	""	""	"AM_db_v4.2_202408091431.db"	"4/23/21"	"BASE_NEW_CKAN_Curated_depth_xlsx"	"soil_types_20210420_xlsx; All_soil_noAntarctic_Methods_FILLED_UPDATE_xlsx; Soil_geo_loc_name_UPDATE2_xlsx; SOIL_local_class_meth_UPDATE_xlsx; AM_add_meth_for_ALL_DB_UPDATE_xlsx; Lat_lon_reduce_sig_fig_curation_round_6dec_UPDATE_xlsx;"	"Danbulla"	""	"Soil"	68.62	"meth_2.1"	6.29	"meth_2.1"	320	8	"102.100.100/12824"	"frozen"	6.9	"meth_2.1"	""	"1.5"	"meth_2.1"	NA	""	"https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/12824"	"10/29/13"	""	""	""	""	""	""	""	NA	"Forest"	22	"meth_2.1"	2634	20.53067	1570	15691	1.5691	0.440662976758574	63	149.735104021926	0	33091533	"Bin4"	"BASE"
