sample_id,am_environment,ammonium_nitrogen_wt,ammonium_nitrogen_wt_meth,biotic_relationship,boron_hot_cacl2,boron_hot_cacl2_meth,clay,clay_meth,coarse_sand,coarse_sand_meth,collection_date,collection_permit,color,color_meth,conductivity,conductivity_meth,crop_rotation_1yr_since_present,crop_rotation_2yrs_since_present,crop_rotation_3yrs_since_present,crop_rotation_4yrs_since_present,crop_rotation_5yrs_since_present,database_schema_definitions_url,density,density_meth,depth,depth_lower,depth_upper,dtpa_copper,dtpa_copper_meth,dtpa_iron,dtpa_iron_meth,dtpa_manganese,dtpa_manganese_meth,dtpa_zinc,dtpa_zinc_meth,elev,env_broad_scale,env_local_scale,env_medium,exc_aluminium,exc_aluminium_meth,exc_calcium,exc_calcium_meth,exc_magnesium,exc_magnesium_meth,exc_potassium,exc_potassium_meth,exc_sodium,exc_sodium_meth,fine_sand,fine_sand_meth,fire,funding_agency,general_env_feature,geo_loc_name,gravel,gravel_meth,hyperspectral_analysis,hyperspectral_analysis_meth,lat_lon,latitude,local_class,local_class_meth,longitude,microbial_biomass,microbial_biomass_meth,nitrate_nitrogen,nitrate_nitrogen_meth,notes,nucl_acid_ext,organic_carbon,organic_carbon_meth,ph,ph_meth,ph_solid_h2o,ph_solid_h2o_meth,phosphorus_colwell,phosphorus_colwell_meth,potassium_colwell,potassium_colwell_meth,profile_position,samp_collect_device,samp_mat_process,sample_attribution,sample_database_file,sample_metadata_ingest_date,sample_metadata_ingest_file,sample_metadata_update_history,sample_site_location_description,sample_submitter,sample_type,sand,sand_meth,silt,silt_meth,slope_aspect,slope_gradient,source_mat_id,store_cond,sulphur,sulphur_meth,synonyms,texture,texture_meth,total_nitrogen,total_nitrogen_meth,url,utc_date_sampled,utc_time_sampled,vegetation_dom_grasses,vegetation_dom_grasses_meth,vegetation_dom_shrubs,vegetation_dom_shrubs_meth,vegetation_dom_trees,vegetation_dom_trees_meth,vegetation_total_cover,vegetation_type,water_content,water_content_soil_meth
102.100.100/401644,Soil,31,meth_2.1,Free-living,2.26,meth_2.1,,,,,2021-12-09T00:00:00,SL102523,BRYW,meth_2.1,0.1,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.32,meth_2.1,268.5,meth_2.1,2.45,meth_2.1,0.7,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],7.7,meth_2.1,1.1,meth_2.1,0.82,meth_2.1,0.28,meth_2.1,0.18,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-30.361 152.79508,-30.361,Tenosol,meth_2.27,152.79508,,,9,meth_2.1,Submitted value={profile_position:Mid slope},,4.72,meth_2.1,3.8,meth_2.1,4.6,meth_2.1,13,meth_2.1,122,meth_2.1,backslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Dorrigo,Jeff Powell,Soil,,,,,,,102.100.100/401644,frozen,13.9,meth_2.1,AMI025-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401644,12/9/21,,,,,,,,,Forest,,
102.100.100/401646,Soil,31,meth_2.1,Free-living,2.18,meth_2.1,,,,,2021-12-09T00:00:00,SL102523,DKBR,meth_2.1,0.104,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.31,meth_2.1,231.2,meth_2.1,2.18,meth_2.1,0.82,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],8.62,meth_2.1,0.69,meth_2.1,0.78,meth_2.1,0.42,meth_2.1,0.19,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-30.362 152.79378,-30.362,Tenosol,meth_2.27,152.79378,,,6,meth_2.1,Submitted value={profile_position:Mid slope},,4.99,meth_2.1,3.7,meth_2.1,4.5,meth_2.1,11,meth_2.1,213,meth_2.1,backslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Dorrigo,Jeff Powell,Soil,,,,,,,102.100.100/401646,frozen,15,meth_2.1,AMI026-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401646,12/9/21,,,,,,,,,Forest,,
102.100.100/401648,Soil,22,meth_2.1,Free-living,3.26,meth_2.1,,,,,2021-12-09T00:00:00,SL102523,GRBK,meth_2.1,0.342,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.36,meth_2.1,79.4,meth_2.1,23.56,meth_2.1,0.9,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],8,meth_2.1,10,meth_2.1,3.48,meth_2.1,0.86,meth_2.1,0.13,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-30.3665 152.73001,-30.3665,Ferrosol,meth_2.27,152.73001,,,127,meth_2.1,Submitted value={profile_position:Mid slope},,6.48,meth_2.1,4.2,meth_2.1,4.7,meth_2.1,400,meth_2.1,339,meth_2.1,backslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Dorrigo,Jeff Powell,Soil,,,,,,,102.100.100/401648,frozen,15.7,meth_2.1,AMI027-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401648,12/9/21,,,,,,,,,Forest,,
102.100.100/401650,Soil,12,meth_2.1,Free-living,2.28,meth_2.1,,,,,2021-12-09T00:00:00,SL102523,GRBK,meth_2.1,0.028,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.98,meth_2.1,144.7,meth_2.1,52.61,meth_2.1,3.9,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.06,meth_2.1,31.74,meth_2.1,7.54,meth_2.1,1.78,meth_2.1,0.14,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-30.3655 152.73093,-30.3655,Ferrosol,meth_2.27,152.73093,,,71,meth_2.1,Submitted value={profile_position:Mid slope},,5.69,meth_2.1,5.3,meth_2.1,5.9,meth_2.1,239,meth_2.1,674,meth_2.1,backslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Dorrigo,Jeff Powell,Soil,,,,,,,102.100.100/401650,frozen,7.5,meth_2.1,AMI028-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401650,12/9/21,,,,,,,,,Forest,,
102.100.100/401652,Soil,5,meth_2.1,Free-living,0.93,meth_2.1,,,,,2021-12-10T00:00:00,SL102523,BRBK,meth_2.1,0.069,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,2.55,meth_2.1,110.8,meth_2.1,85.46,meth_2.1,2.96,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.02,meth_2.1,17.65,meth_2.1,6.32,meth_2.1,1.22,meth_2.1,0.12,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-31.9004 150.78452,-31.9004,Kandosol,meth_2.27,150.78452,,,13,meth_2.1,Submitted value={profile_position:Valley floor},,3.59,meth_2.1,5.7,meth_2.1,6.4,meth_2.1,119,meth_2.1,583,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Washpools,Jeff Powell,Soil,,,,,,,102.100.100/401652,frozen,5.3,meth_2.1,AMI029-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401652,12/10/21,,,,,,,,,Woodland,,
102.100.100/401654,Soil,2,meth_2.1,Free-living,0.46,meth_2.1,,,,,2021-12-10T00:00:00,SL102523,BRGR,meth_2.1,0.062,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.49,meth_2.1,143.4,meth_2.1,77.92,meth_2.1,1.05,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],1.92,meth_2.1,1,meth_2.1,1.18,meth_2.1,0.5,meth_2.1,0.1,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],10-May,meth_2.1,,,-32.45 150.26694,-32.45,Kandosol,meth_2.27,150.26694,,,1,meth_2.1,Submitted value={profile_position:Summit/ridge},,3.06,meth_2.1,3.8,meth_2.1,4.7,meth_2.1,3,meth_2.1,309,meth_2.1,summit,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Cox's Gap,Jeff Powell,Soil,,,,,,,102.100.100/401654,frozen,6.2,meth_2.1,AMI030-0,1,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401654,12/10/21,,,,,,,,,Woodland,,
102.100.100/401656,Soil,5,meth_2.1,Free-living,0.43,meth_2.1,,,,,2021-12-10T00:00:00,SL102523,DKBR,meth_2.1,0.092,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.71,meth_2.1,68.6,meth_2.1,68.91,meth_2.1,1.87,meth_2.1,,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.7,meth_2.1,5.41,meth_2.1,1.86,meth_2.1,0.59,meth_2.1,0.03,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-32.3984 150.26933,-32.3984,Kandosol,meth_2.27,150.26933,,,35,meth_2.1,Submitted value={profile_position:Lower slope},,3.46,meth_2.1,4.4,meth_2.1,5.2,meth_2.1,8,meth_2.1,301,meth_2.1,footslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Honeysuckle,Jeff Powell,Soil,,,,,,,102.100.100/401656,frozen,4.8,meth_2.1,AMI031-0,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401656,12/10/21,,,,,,,,,Woodland,,
102.100.100/401658,Soil,4,meth_2.1,Free-living,0.47,meth_2.1,,,,,2021-12-10T00:00:00,SL102523,GRBR,meth_2.1,0.06,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.62,meth_2.1,36.5,meth_2.1,53.63,meth_2.1,3.45,meth_2.1,,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.05,meth_2.1,9.3,meth_2.1,2.4,meth_2.1,0.57,meth_2.1,0.03,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],5,meth_2.1,,,-32.4029 150.27246,-32.4029,Kandosol,meth_2.27,150.27246,,,17,meth_2.1,Submitted value={profile_position:Lower slope},,2.51,meth_2.1,5,meth_2.1,6,meth_2.1,6,meth_2.1,293,meth_2.1,footslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Honeysuckle,Jeff Powell,Soil,,,,,,,102.100.100/401658,frozen,3.2,meth_2.1,AMI032-0,1.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401658,12/10/21,,,,,,,,,Woodland,,
102.100.100/401660,Soil,3,meth_2.1,Free-living,0.58,meth_2.1,28.52,meth_2.1,,,2022-01-24T00:00:00,SL102523,LTBR,meth_2.1,0.064,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.46,meth_2.1,41,meth_2.1,19.71,meth_2.1,1.3,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.04,meth_2.1,9.02,meth_2.1,3.46,meth_2.1,0.56,meth_2.1,0.08,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],10-May,meth_2.1,,,-33.0839 150.22814,-33.0839,Sodosol,meth_2.27,150.22814,,,11,meth_2.1,Submitted value={profile_position:Lower slope},,2.26,meth_2.1,5.1,meth_2.1,6,meth_2.1,4,meth_2.1,360,meth_2.1,footslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,24km east north east of Capertee. 45km north east of Lithgow. April Mills Place.,Jeff Powell,Soil,59.81,meth_2.1,11.66,meth_2.1,,,102.100.100/401660,frozen,3.7,meth_2.1,AMI033-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401660,1/24/22,,,,,,,,,Woodland,,
102.100.100/401662,Soil,2,meth_2.1,Free-living,0.8,meth_2.1,26.18,meth_2.1,,,2022-01-25T00:00:00,SL102523,BR,meth_2.1,0.054,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.67,meth_2.1,39.6,meth_2.1,27.46,meth_2.1,0.62,meth_2.1,,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.03,meth_2.1,5.4,meth_2.1,2.28,meth_2.1,1.07,meth_2.1,0.03,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-32.2394 148.36305,-32.2394,Sodosol,meth_2.27,148.36305,,,12,meth_2.1,Submitted value={profile_position:Valley floor},,1.5,meth_2.1,5.3,meth_2.1,6.2,meth_2.1,14,meth_2.1,500,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Brummagen,Jeff Powell,Soil,58.37,meth_2.1,15.45,meth_2.1,,,102.100.100/401662,frozen,2.3,meth_2.1,AMI034-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401662,1/25/22,,,,,,,,,Shrubland,,
102.100.100/401664,Soil,10,meth_2.1,Free-living,1.1,meth_2.1,28.82,meth_2.1,,,2022-01-25T00:00:00,SL102523,DKBR,meth_2.1,0.074,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.56,meth_2.1,16.3,meth_2.1,41.71,meth_2.1,0.65,meth_2.1,,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.03,meth_2.1,9.43,meth_2.1,1.63,meth_2.1,1.31,meth_2.1,0.02,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-31.9733 148.03667,-31.9733,Sodosol,meth_2.27,148.03667,,,7,meth_2.1,Submitted value={profile_position:Valley floor},,1.25,meth_2.1,6,meth_2.1,6.6,meth_2.1,14,meth_2.1,599,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Trangie,Jeff Powell,Soil,58.8,meth_2.1,12.38,meth_2.1,,,102.100.100/401664,frozen,3.3,meth_2.1,AMI035-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401664,1/25/22,,,,,,,,,Shrubland,,
102.100.100/401666,Soil,8,meth_2.1,Free-living,1.62,meth_2.1,28,meth_2.1,,,2022-01-25T00:00:00,SL102523,BR,meth_2.1,0.114,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,1.14,meth_2.1,24.1,meth_2.1,26.49,meth_2.1,1.75,meth_2.1,,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.04,meth_2.1,10.95,meth_2.1,4.13,meth_2.1,1.14,meth_2.1,0.57,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-31.5209 147.20875,-31.5209,Vertosol,meth_2.27,147.20875,,,5,meth_2.1,Submitted value={profile_position:Valley floor},,2.26,meth_2.1,6.4,meth_2.1,7.1,meth_2.1,49,meth_2.1,562,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Nyngan,Jeff Powell,Soil,49.65,meth_2.1,22.35,meth_2.1,,,102.100.100/401666,frozen,8,meth_2.1,AMI036-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401666,1/25/22,,,,,,,,,Shrubland,,
102.100.100/401668,Soil,5,meth_2.1,Free-living,1.21,meth_2.1,30.97,meth_2.1,,,2022-01-25T00:00:00,SL102523,BR,meth_2.1,0.048,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.47,meth_2.1,20.9,meth_2.1,11.51,meth_2.1,0.94,meth_2.1,,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.02,meth_2.1,6.71,meth_2.1,2.23,meth_2.1,1.62,meth_2.1,0.02,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],5,meth_2.1,,,-31.5616 146.50365,-31.5616,Kandosol,meth_2.27,146.50365,,,1.00E-10,meth_2.1,Submitted value={profile_position:Valley floor},,1.55,meth_2.1,6,meth_2.1,6.8,meth_2.1,9,meth_2.1,699,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Hermidale,Jeff Powell,Soil,53.47,meth_2.1,15.55,meth_2.1,,,102.100.100/401668,frozen,1.6,meth_2.1,AMI037-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401668,1/25/22,,,,,,,,,Shrubland,,
102.100.100/401669,Soil,2,meth_2.1,Free-living,0.44,meth_2.1,35.18,meth_2.1,,,2022-01-25T00:00:00,SL102523,LTBR,meth_2.1,0.025,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,1.84,meth_2.1,16,meth_2.1,21.41,meth_2.1,0.47,meth_2.1,,1 Conservation and Natural Environments,1.3.3 Residual native cover,Soil [ENVO_00001998],0.19,meth_2.1,3.13,meth_2.1,0.76,meth_2.1,0.72,meth_2.1,0.02,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],5,meth_2.1,,,-31.5109 145.79996,-31.5109,Kandosol,meth_2.27,145.79996,,,3,meth_2.1,Submitted value={profile_position:Valley floor},,1.05,meth_2.1,4.9,meth_2.1,6,meth_2.1,7,meth_2.1,349,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Cobar,Jeff Powell,Soil,51.5,meth_2.1,13.32,meth_2.1,,,102.100.100/401669,frozen,1.9,meth_2.1,AMI038-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401669,1/25/22,,,,,,,,,Shrubland,,
102.100.100/401670,Soil,2,meth_2.1,Free-living,0.52,meth_2.1,24.17,meth_2.1,,,2022-01-26T00:00:00,SL102523,BRRD,meth_2.1,0.045,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.62,meth_2.1,4.9,meth_2.1,9.47,meth_2.1,1.05,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.04,meth_2.1,4.28,meth_2.1,1.39,meth_2.1,1.28,meth_2.1,0.18,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-31.4914 144.18282,-31.4914,Calcarosol,meth_2.27,144.18282,,,5,meth_2.1,Submitted value={profile_position:Valley floor},,0.48,meth_2.1,6.6,meth_2.1,7.6,meth_2.1,16,meth_2.1,596,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Paroo Darling National Park; About 40 kms east of Wilcannia. On north boundary of Coonavitra section of Paroo Darling NP.,Jeff Powell,Soil,66.79,meth_2.1,9.03,meth_2.1,,,102.100.100/401670,frozen,1.3,meth_2.1,AMI039-0,2,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401670,1/26/22,,,,,,,,,Shrubland,,
102.100.100/401672,Soil,2,meth_2.1,Free-living,0.54,meth_2.1,25.6,meth_2.1,,,2022-01-26T00:00:00,SL102523,BR,meth_2.1,0.031,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.43,meth_2.1,10.6,meth_2.1,13.91,meth_2.1,0.45,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.02,meth_2.1,4.21,meth_2.1,1.17,meth_2.1,1.36,meth_2.1,0.07,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-31.4869 144.18963,-31.4869,Rudosol,meth_2.27,144.18963,,,5,meth_2.1,Submitted value={profile_position:Mid slope},,0.74,meth_2.1,5.3,meth_2.1,6.7,meth_2.1,6,meth_2.1,578,meth_2.1,backslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Paroo Darling National Park; About 42kms east of Wilcannia on northern boundary of Coonavitra section of Paroo Darling NP.,Jeff Powell,Soil,65.88,meth_2.1,8.51,meth_2.1,,,102.100.100/401672,frozen,1.7,meth_2.1,AMI040-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401672,1/26/22,,,,,,,,,Shrubland,,
102.100.100/401673,Soil,18,meth_2.1,Free-living,1.66,meth_2.1,20.93,meth_2.1,,,2022-01-26T00:00:00,SL102523,LTBR,meth_2.1,0.124,meth_2.1,No crop,No crop,No crop,No crop,No crop,https://github.com/AusMicrobiome/contextualdb_doc/raw/4.2.0/db_schema_definitions/db_schema_definitions.xlsx,,,0,0.1,0,0.94,meth_2.1,82.6,meth_2.1,11.36,meth_2.1,1.41,meth_2.1,,1 Conservation and Natural Environments,1.1.3 National park,Soil [ENVO_00001998],0.02,meth_2.1,10.66,meth_2.1,2.31,meth_2.1,1.86,meth_2.1,0.27,meth_2.1,,,,Australian Microbiome Initiative; Australian Research Council,,Australia:New South Wales [GAZ_00002793],0,meth_2.1,,,-31.6086 144.24699,-31.6086,Calcarosol,meth_2.27,144.24699,,,25,meth_2.1,Submitted value={profile_position:Valley floor},,1.78,meth_2.1,6.3,meth_2.1,7,meth_2.1,114,meth_2.1,706,meth_2.1,toeslope,meth_1.1,,Jeff Powell; Western Sydney University,AM_db_v4.2_202408091431.db,12/8/22,Sample_submission_sheet_soil_20221207_schema_v3_vocab_2_0_3_AM0025_Powell_xlsx,Soil_profile_horizon_NCBI_format_curate_UPDATE_xlsx;,Paroo Darling National Park. 300m north west of Coonavitra homestead; 84km west of Wilcannia,Jeff Powell,Soil,70.89,meth_2.1,8.18,meth_2.1,,,102.100.100/401673,frozen,8,meth_2.1,AMI041-0,2.5,meth_2.1,,,https://data.bioplatforms.com//organization/australian-microbiome?q=sample_id:102.100.100/401673,1/26/22,,,,,,,,,Shrubland,,
