layers	Brady_Reference	GCA_004212675_1	GCA_024199845_1	GCA_900099825_1	Brady_401573_Strain_1	Brady_401616_Strain_1	Brady_401656_Strain_2	Brady_401558_Strain_2	Brady_138538_Strain_2	Brady_401554_Strain_1	Brady_401652_Strain_2	GCA_000938255_1	Brady_401658_Strain_2	Brady_401558_Strain_1	Brady_401652_Strain_1	Brady_401564_Strain_2	GCA_011058295_1	GCA_900011245_1	GCA_001693485_1	Brady_12816_Strain_1	GCA_018130215_1	Brady_401600_Strain_2	Brady_401595_Strain_2	GCA_030435535_1	GCA_000473125_1	GCA_946415105_1	Brady_401588_Strain_2	GCA_018130385_1	Brady_401606_Strain_1	GCA_003020115_1	GCA_900129675_1	Brady_401566_Strain_1	GCA_031202265_1	GCA_016616425_1	GCA_027594865_1	GCA_018398895_1	Brady_401556_Strain_2	GCA_900104755_1	Brady_401660_Strain_1	Brady_401552_Strain_1	GCA_900142345_1	Brady_401548_Strain_2	GCA_029714945_1	GCA_015624505_1	GCA_001440415_1	GCA_000472925_1	Brady_401568_Strain_2	Brady_401557_Strain_2	GCA_936928535_1	GCA_023073735_1	GCA_006519655_1	GCA_008123425_1	Brady_401589_Strain_2	Brady_401600_Strain_1	GCA_003476535_1	GCA_029714305_1	GCA_018130795_1	GCA_030378205_1	Brady_401580_Strain_2	GCA_018130565_1	Brady_401568_Strain_1	GCA_000472425_1	Brady_401595_Strain_1	Brady_401593_Strain_2	Brady_401592_Strain_1	GCA_016907215_1	GCA_900142985_1	GCA_017614905_1	GCA_003062295_1	Brady_401563_Strain_2	Brady_401564_Strain_1	GCA_019455395_1	Brady_401632_Strain_1	Brady_401577_Strain_2	GCA_023073935_1	GCA_020329485_1	GCA_002108805_1	GCA_018131185_1	Brady_401550_Strain_2	GCA_000472385_1	GCA_900141755_1	Brady_401583_Strain_2	Brady_401560_Strain_2	GCA_003476565_1	GCA_016031625_1	GCA_000472645_1	GCA_015291625_1	GCA_018129725_1	Brady_401560_Strain_1	Brady_401554_Strain_2	Brady_401550_Strain_1	Brady_401571_Strain_1	Brady_401624_Strain_2	GCA_021052265_1	Brady_401658_Strain_1	GCA_029761915_1	GCA_001593325_1	Brady_401561_Strain_1	GCA_023073095_1	GCA_001908185_1	Brady_401552_Strain_2	GCA_900129425_1	GCA_022012435_1	GCA_029714405_1	GCA_023073035_1	Brady_401648_Strain_1	Brady_401586_Strain_2	GCA_023074095_1	Brady_401566_Strain_2	Brady_7085_Strain_2	Brady_401556_Strain_1	Brady_7085_Strain_1	GCA_023073475_1	Brady_401583_Strain_1	GCA_016616235_1	Brady_401567_Strain_2	Brady_401569_Strain_2	GCA_900109945_1	Brady_401580_Strain_1	Brady_401553_Strain_2	Brady_401581_Strain_1	Brady_401594_Strain_1	GCA_000518345_1	Brady_401576_Strain_1	GCA_004634465_1	Brady_401591_Strain_1	Brady_401582_Strain_1	GCA_019972155_1	Brady_401592_Strain_2	GCA_000938285_1	GCA_018398875_1	Brady_401577_Strain_1	GCA_023100945_1	Brady_401576_Strain_2	Brady_401570_Strain_1	Brady_401567_Strain_1	GCA_009766005_1	Brady_401656_Strain_1	Brady_401614_Strain_1	GCA_014844175_1	Brady_401557_Strain_1	Brady_401588_Strain_1	Brady_401553_Strain_1	Brady_401660_Strain_2	GCA_001440475_1	Brady_401589_Strain_1	GCA_018130785_1	Brady_401586_Strain_1	Brady_401569_Strain_1	Brady_401640_Strain_1	Brady_401636_Strain_1	Brady_401636_Strain_2	Brady_401593_Strain_1	Brady_138538_Strain_1	Brady_401582_Strain_2	Brady_7083_Strain_2	GCA_900129505_1	GCA_023072905_1	Brady_7083_Strain_1	Brady_401561_Strain_2	Brady_401608_Strain_1	Brady_401579_Strain_1	GCA_001440035_1	GCA_023073875_1	GCA_013114825_1	GCA_016031635_1	Brady_401548_Strain_1	Brady_401604_Strain_1	GCA_018130735_1	GCA_900011265_1	GCA_016612535_1	GCA_021052305_1	Brady_401608_Strain_2	Brady_401624_Strain_1	GCA_013114835_1	GCA_000465325_1	Brady_401594_Strain_2	Brady_401563_Strain_1	GCA_018130685_1	GCA_015291565_1	GCA_024199945_1
GCA_003020115_1	0.876829	0.820514	0.882479	0.82034	0.868419	0.869473	0.847195	0.846726	0.850559	0.876152	0.848883	0.881304	0.848189	0.880797	0.876174	0.84492	0.827296	0.941341	0.816725	0.869752	0.823495	0.844622	0.845722	0.873629	0.883951	0.82887	0.848529	0.818365	0.867773	1.0	0.817468	0.874348	0.819326	0.879714	0.891152	0.814573	0.846172	0.820305	0.880809	0.879516	0.820324	0.848119	0.878368	0.878744	0.814834	0.85606	0.844243	0.848127	0.869359	0.878871	0.883722	0.87837	0.845172	0.87177	0.829105	0.820367	0.891001	0.82271	0.844599	0.881306	0.872146	0.815044	0.875675	0.845101	0.87854	0.939247	0.804751	0.820283	0.817664	0.843649	0.874318	0.870723	0.868338	0.844241	0.880017	0.818445	0.938308	0.881099	0.8498	0.807955	0.810296	0.845419	0.845651	0.829087	0.876811	0.892778	0.828045	0.827422	0.881319	0.8454	0.886269	0.869409	0.844457	0.884596	0.88594	0.868816	0.878022	0.87372	0.944702	0.882173	0.84389	0.808313	0.869607	0.851754	0.944342	0.869739	0.847447	0.87972	0.844685	0.842936	0.878861	0.880763	0.878773	0.87618	0.881585	0.845699	0.844724	0.887643	0.874892	0.852051	0.873471	0.876666	0.945132	0.873015	0.890528	0.871673	0.873012	0.827196	0.844053	0.881923	0.815283	0.879708	0.817375	0.844973	0.86866	0.881339	0.810645	0.877345	0.870159	0.883166	0.878836	0.877108	0.880727	0.849108	0.819887	0.87783	0.890806	0.879437	0.8724	0.869498	0.874248	0.843027	0.874509	0.87728	0.84552	0.84844	0.816055	0.939684	0.88674	0.843271	0.868636	0.869419	0.869563	0.878841	0.814555	0.87991	0.883334	0.869703	0.89123	0.891667	0.877433	0.939277	0.843722	0.881315	0.816776	0.828557	0.845563	0.872007	0.881188	0.830247	0.877801
GCA_003062295_1	0.81546	0.827825	0.815315	0.852387	0.833683	0.848449	0.809439	0.815698	0.806625	0.836857	0.819969	0.815969	0.818893	0.844824	0.848925	0.809973	0.829774	0.817233	0.88187	0.831	0.826277	0.809333	0.809272	0.816678	0.817634	0.829053	0.815841	0.90746	0.839972	0.818501	0.841766	0.837948	0.844013	0.816442	0.819757	0.890098	0.813574	0.852643	0.843001	0.838671	0.853405	0.815969	0.815693	0.81688	0.885233	0.815729	0.808354	0.817824	0.814375	0.81589	0.81785	0.815788	0.811899	0.838267	0.82965	0.866542	0.818128	0.821669	0.810578	0.818068	0.838335	0.810495	0.836127	0.813824	0.84028	0.816108	0.808091	0.826488	1.0	0.810065	0.837422	0.815442	0.844229	0.81288	0.815184	0.825946	0.816054	0.817919	0.818097	0.8057	0.824039	0.814894	0.815246	0.830217	0.816625	0.820238	0.828729	0.830121	0.842927	0.810631	0.841747	0.836745	0.811787	0.816722	0.844113	0.815964	0.817208	0.837257	0.817404	0.816075	0.810364	0.821445	0.814264	0.814926	0.817558	0.836244	0.816104	0.814614	0.809642	0.811592	0.841529	0.84028	0.814579	0.844528	0.817978	0.81121	0.809265	0.816224	0.838309	0.819394	0.846333	0.838032	0.817149	0.836002	0.819272	0.836179	0.835608	0.828623	0.811611	0.817186	0.888894	0.840567	0.904931	0.808294	0.833117	0.8385	0.820499	0.835469	0.844245	0.817718	0.845073	0.845447	0.84799	0.816733	0.880941	0.839209	0.81867	0.843222	0.836114	0.836944	0.83979	0.812138	0.842816	0.833062	0.809583	0.814745	0.825263	0.816637	0.843094	0.808586	0.840627	0.834591	0.815113	0.814486	0.881308	0.81727	0.842727	0.839615	0.819437	0.819326	0.815326	0.817044	0.812427	0.838819	0.875928	0.829621	0.811383	0.838611	0.817941	0.831433	0.816269
GCA_003476535_1	0.829269	0.835109	0.827294	0.834778	0.844816	0.844919	0.816892	0.816242	0.813647	0.849187	0.817255	0.827783	0.819365	0.850419	0.848332	0.816295	0.900506	0.826838	0.826282	0.841783	0.868651	0.815719	0.816394	0.828888	0.832692	0.906021	0.818756	0.830111	0.846789	0.828818	0.831194	0.849089	0.832122	0.825249	0.830638	0.825061	0.816136	0.833769	0.85217	0.851555	0.834248	0.816642	0.830089	0.829537	0.825825	0.826136	0.815555	0.817255	0.826106	0.825732	0.832653	0.828643	0.815139	0.847684	1.0	0.832365	0.831034	0.828662	0.815159	0.830354	0.848552	0.81699	0.848746	0.814173	0.851594	0.826704	0.809797	0.835933	0.829389	0.816305	0.849833	0.829644	0.845406	0.816023	0.826652	0.832191	0.826904	0.827682	0.817838	0.809107	0.817714	0.816068	0.817996	0.999357	0.829524	0.83334	0.909617	0.911447	0.850532	0.815519	0.850807	0.846645	0.817652	0.832425	0.851095	0.829347	0.829118	0.84836	0.82768	0.828112	0.816571	0.813657	0.825472	0.825395	0.827575	0.84433	0.817938	0.826358	0.816531	0.817251	0.848031	0.852076	0.827019	0.848875	0.828657	0.817503	0.816914	0.827286	0.849802	0.818816	0.848357	0.849876	0.826805	0.848916	0.829775	0.849307	0.846493	0.910339	0.817979	0.827296	0.825453	0.850546	0.830706	0.81564	0.845733	0.849986	0.819874	0.848491	0.84621	0.832763	0.848721	0.848373	0.849126	0.819084	0.831079	0.848823	0.830236	0.848803	0.848084	0.84848	0.850925	0.818633	0.848743	0.845449	0.815816	0.818299	0.822156	0.826564	0.851253	0.815864	0.846796	0.846818	0.828267	0.826618	0.825188	0.827571	0.850748	0.846875	0.831723	0.831452	0.825792	0.82676	0.815796	0.851561	0.827747	0.999343	0.816695	0.848839	0.830717	0.881163	0.829255
GCA_003476565_1	0.828172	0.835617	0.828399	0.835813	0.844681	0.845003	0.817048	0.815976	0.813781	0.848264	0.817475	0.828376	0.819169	0.849667	0.849202	0.816738	0.902705	0.827907	0.827207	0.84085	0.869521	0.814735	0.81549	0.829437	0.833008	0.907216	0.818564	0.830748	0.847525	0.829055	0.831181	0.84866	0.832368	0.825987	0.830407	0.825536	0.816086	0.835816	0.851591	0.851619	0.835368	0.816204	0.830596	0.830112	0.826252	0.827275	0.814749	0.817477	0.826296	0.825865	0.833056	0.828092	0.815287	0.847878	0.999082	0.833684	0.831419	0.828382	0.81494	0.830322	0.848763	0.817633	0.849409	0.814852	0.851372	0.82673	0.808712	0.835867	0.829576	0.816064	0.849713	0.829177	0.845734	0.815691	0.827132	0.833038	0.826719	0.827699	0.817083	0.809956	0.818056	0.815241	0.818012	1.0	0.829545	0.833578	0.91266	0.912578	0.850879	0.815206	0.849676	0.847227	0.818336	0.832767	0.851886	0.827796	0.829892	0.849585	0.828042	0.827479	0.816055	0.814571	0.825446	0.826446	0.827994	0.844855	0.817793	0.826674	0.816246	0.816713	0.848596	0.851761	0.826471	0.848846	0.830001	0.815991	0.817304	0.828169	0.849691	0.817863	0.847341	0.850464	0.82742	0.84907	0.82982	0.848913	0.846713	0.911659	0.817764	0.827681	0.826251	0.851075	0.831335	0.81561	0.846442	0.849738	0.819563	0.847822	0.846997	0.832199	0.848546	0.849355	0.849418	0.817912	0.83231	0.847406	0.830018	0.84897	0.847808	0.847951	0.851326	0.818076	0.848959	0.845656	0.814916	0.817684	0.821883	0.826462	0.85122	0.815775	0.84682	0.847758	0.828693	0.826505	0.82409	0.829188	0.850557	0.845864	0.831281	0.830906	0.826037	0.827396	0.815257	0.851184	0.827759	0.999758	0.816125	0.849673	0.830867	0.883379	0.830134
GCA_004212675_1	0.820475	1.0	0.820846	0.827418	0.837781	0.838228	0.811276	0.813353	0.81015	0.840233	0.812172	0.821759	0.814769	0.843271	0.841592	0.811665	0.833863	0.820435	0.826919	0.835201	0.831695	0.810111	0.810391	0.821163	0.825385	0.835133	0.814174	0.827525	0.839155	0.82148	0.827963	0.842141	0.8284	0.821414	0.823028	0.823983	0.810981	0.827626	0.844941	0.842569	0.827557	0.812433	0.821426	0.822178	0.824016	0.821437	0.810495	0.813812	0.819757	0.819433	0.824933	0.820085	0.812127	0.840615	0.835343	0.827218	0.824912	0.826176	0.811026	0.823361	0.841162	0.814909	0.839124	0.810437	0.842725	0.819726	0.805622	0.962341	0.827338	0.810205	0.843221	0.821352	0.840235	0.811497	0.820352	0.89743	0.818127	0.822285	0.813028	0.813198	0.817146	0.810158	0.813816	0.837153	0.823814	0.824187	0.835576	0.834802	0.843224	0.811428	0.843166	0.839426	0.815066	0.825292	0.8433	0.824015	0.823101	0.841079	0.819518	0.821921	0.811914	0.81398	0.817746	0.821178	0.819361	0.837322	0.813862	0.820788	0.810798	0.813505	0.842294	0.843576	0.820129	0.840041	0.822908	0.810837	0.811876	0.820932	0.840747	0.812522	0.840618	0.842254	0.820162	0.841255	0.823814	0.841758	0.840191	0.834455	0.812872	0.822285	0.824683	0.842249	0.827412	0.810641	0.837131	0.841399	0.815378	0.840244	0.841538	0.824333	0.842281	0.842385	0.841062	0.814064	0.827491	0.841934	0.824131	0.843148	0.840405	0.842522	0.843924	0.813417	0.840674	0.837946	0.810304	0.815867	0.819886	0.818976	0.845221	0.809909	0.841513	0.840613	0.819761	0.819868	0.824571	0.823398	0.841656	0.839139	0.822884	0.824461	0.820981	0.818739	0.810601	0.844149	0.826263	0.835841	0.812408	0.841701	0.821438	0.836296	0.821371
GCA_004634465_1	0.883151	0.823336	0.887184	0.821701	0.873076	0.876197	0.85289	0.856866	0.853473	0.882043	0.859651	0.883634	0.855374	0.888767	0.885428	0.85069	0.829259	0.888122	0.816876	0.875204	0.826445	0.85047	0.852728	0.878873	0.893485	0.828053	0.857046	0.820467	0.872553	0.889724	0.817904	0.877991	0.818832	0.882203	0.90093	0.815217	0.855966	0.821274	0.886156	0.884737	0.821378	0.860196	0.885146	0.8832	0.816497	0.857509	0.850078	0.86297	0.875105	0.882249	0.893725	0.884478	0.853351	0.876825	0.830688	0.822162	0.953872	0.824692	0.850692	0.885163	0.877155	0.816369	0.881171	0.855377	0.884397	0.887531	0.80457	0.821215	0.818836	0.849571	0.879127	0.876399	0.874251	0.849509	0.882311	0.820091	0.886437	0.884108	0.858339	0.8092	0.810288	0.854406	0.854526	0.830244	0.881099	0.899578	0.830752	0.830232	0.887759	0.852471	0.894527	0.874789	0.850084	0.893677	0.891791	0.871434	0.882082	0.879503	0.888699	0.887851	0.850041	0.807207	0.875654	0.854056	0.890046	0.875448	0.859196	0.882728	0.850376	0.849219	0.887	0.884495	0.882403	0.883943	0.886338	0.851181	0.85047	0.894118	0.880666	0.862013	0.881161	0.881329	0.889139	0.877392	1.0	0.876423	0.878204	0.827525	0.850118	0.884375	0.8161	0.884749	0.820332	0.84993	0.872332	0.885039	0.809892	0.882687	0.875567	0.892764	0.891648	0.884582	0.888358	0.855318	0.820801	0.883832	0.930017	0.889324	0.877093	0.874415	0.878759	0.849496	0.883552	0.880824	0.851348	0.852395	0.814824	0.888427	0.889793	0.849457	0.87404	0.874705	0.875892	0.882573	0.814863	0.881544	0.894752	0.874653	0.953911	0.972955	0.880959	0.887946	0.849457	0.885225	0.817284	0.829713	0.850738	0.877436	0.885308	0.831782	0.885206
GCA_006519655_1	0.880201	0.82517	0.885726	0.821797	0.872065	0.872855	0.851193	0.850953	0.851003	0.88092	0.851207	0.8795	0.852656	0.884162	0.87882	0.847964	0.830742	0.881632	0.816291	0.874096	0.827224	0.847887	0.850315	0.880825	0.999972	0.832185	0.853393	0.819971	0.871739	0.883223	0.817975	0.877516	0.819302	0.879838	0.893036	0.815052	0.850077	0.821824	0.883131	0.883593	0.821324	0.852295	0.883035	0.882545	0.815644	0.857224	0.848837	0.852535	0.87694	0.879821	1.0	0.883051	0.850785	0.875162	0.83238	0.823916	0.893832	0.826529	0.848811	0.88767	0.876152	0.817414	0.880494	0.84867	0.882	0.879803	0.804759	0.824911	0.818268	0.848172	0.878053	0.877759	0.871883	0.850125	0.881299	0.821074	0.879293	0.884368	0.85385	0.809832	0.810228	0.84853	0.850844	0.832772	0.88432	0.893347	0.832245	0.832136	0.885362	0.849872	0.889756	0.873538	0.848322	0.999988	0.889391	0.872279	0.882987	0.877468	0.882238	0.884303	0.848342	0.809258	0.876712	0.855251	0.883114	0.873159	0.851983	0.882517	0.848795	0.846382	0.882896	0.883352	0.881834	0.879265	0.897735	0.850812	0.848727	0.889815	0.879384	0.854859	0.876173	0.880499	0.88272	0.877011	0.894528	0.875051	0.876616	0.830887	0.848737	0.879776	0.815687	0.883999	0.818638	0.849441	0.87185	0.884752	0.809758	0.881166	0.872957	0.994096	0.882897	0.880971	0.883266	0.851326	0.820116	0.882483	0.894182	0.883707	0.876297	0.873695	0.881406	0.851681	0.877981	0.878748	0.84989	0.849786	0.815777	0.880582	0.88762	0.847752	0.871856	0.873365	0.876225	0.882505	0.815671	0.882427	0.887468	0.87241	0.895072	0.893839	0.877968	0.87924	0.847239	0.884651	0.817797	0.832838	0.848735	0.875624	0.888195	0.834471	0.884429
GCA_008123425_1	0.911652	0.819224	0.87415	0.818704	0.892228	0.889793	0.873134	0.866228	0.873276	0.893069	0.869106	0.89176	0.867422	0.895262	0.891457	0.871911	0.826527	0.875459	0.813948	0.88939	0.823685	0.873351	0.870882	0.893434	0.883447	0.826131	0.86792	0.816404	0.892462	0.877981	0.816551	0.893222	0.816674	0.870229	0.882151	0.811958	0.866935	0.818212	0.897695	0.899222	0.81884	0.866785	0.917387	0.888028	0.813067	0.854884	0.870574	0.867108	0.888544	0.869446	0.88332	1.0	0.867282	0.895081	0.828579	0.818947	0.883935	0.821702	0.867808	0.874617	0.89308	0.813376	0.896557	0.868006	0.898922	0.874502	0.804605	0.81847	0.816227	0.873075	0.89655	0.887621	0.891715	0.867641	0.870906	0.81812	0.873642	0.872193	0.866613	0.806634	0.809575	0.868852	0.867245	0.829009	0.870574	0.883347	0.828283	0.828799	0.898795	0.867335	0.900052	0.89216	0.865398	0.883372	0.902087	0.863629	0.870842	0.894442	0.874597	0.877357	0.868572	0.806634	0.88911	0.849641	0.875501	0.891247	0.869166	0.869289	0.870986	0.864147	0.895455	0.896259	0.86936	0.893937	0.878251	0.869249	0.870476	0.885512	0.8936	0.869917	0.891208	0.900863	0.875803	0.895113	0.884938	0.893398	0.891752	0.828035	0.868793	0.891423	0.813438	0.898194	0.817834	0.872611	0.892523	0.903248	0.811068	0.899923	0.891505	0.881388	0.892643	0.892475	0.893954	0.870166	0.817712	0.895168	0.882655	0.897455	0.892732	0.890168	0.893153	0.868068	0.893446	0.897379	0.869032	0.863768	0.814711	0.874653	0.899584	0.869261	0.891103	0.893127	0.885094	0.869267	0.813099	0.871649	0.897366	0.892533	0.884469	0.88514	0.891897	0.874692	0.872169	0.89803	0.813259	0.828113	0.872875	0.895116	0.874353	0.829719	0.918473
GCA_009766005_1	0.809173	0.814672	0.808677	0.829043	0.827682	0.829077	0.804744	0.805227	0.804478	0.828328	0.806413	0.812306	0.807027	0.830308	0.830164	0.807639	0.817714	0.809452	0.817712	0.823818	0.814951	0.808552	0.805259	0.809737	0.810136	0.818015	0.804947	0.822802	0.837897	0.810018	0.830337	0.833265	0.830364	0.808404	0.809586	0.816709	0.806397	0.828596	0.831747	0.830417	0.829114	0.80565	0.809661	0.811469	0.81639	0.807172	0.806401	0.805389	0.807294	0.807178	0.81076	0.810392	0.804935	0.83541	0.819379	0.816841	0.811329	0.814537	0.805577	0.811216	0.83337	0.80668	0.829365	0.805736	0.832028	0.809131	0.806748	0.814652	0.821018	0.808466	0.831148	0.809341	0.831208	0.8058	0.808078	0.811877	0.808838	0.808488	0.806816	0.803032	0.827219	0.806027	0.806595	0.819828	0.808531	0.812644	0.818626	0.819104	0.830818	0.804609	0.828633	0.829849	0.808798	0.810706	0.831376	0.809446	0.810489	0.830654	0.808519	0.809207	0.804864	0.830208	0.806843	0.806012	0.808164	0.826737	0.805004	0.808287	0.805904	0.810361	0.82984	0.835703	0.808168	0.831758	0.810546	0.805845	0.806087	0.809103	0.830642	0.80627	0.830348	0.830784	0.809508	0.831139	0.811586	0.831329	0.829042	0.817542	0.805243	0.811931	0.816822	0.831367	0.820847	0.805537	0.829937	0.832996	1.0	0.82898	0.829853	0.811127	0.828675	0.828615	0.830039	0.807343	0.818649	0.830331	0.809494	0.829427	0.830371	0.831472	0.831554	0.808224	0.830439	0.829223	0.805525	0.810649	0.828777	0.808731	0.835697	0.805214	0.837201	0.83186	0.809195	0.80783	0.81439	0.808758	0.830421	0.837849	0.810999	0.810968	0.807431	0.808655	0.809652	0.833468	0.81612	0.818888	0.806309	0.834122	0.81071	0.820234	0.810219
GCA_011058295_1	0.826908	0.832881	0.826576	0.834379	0.84274	0.843158	0.815205	0.814598	0.814726	0.845597	0.817076	0.826299	0.817633	0.84796	0.847338	0.815832	1.0	0.825669	0.828116	0.839634	0.866335	0.813555	0.815129	0.826032	0.829915	0.903791	0.817866	0.829231	0.844811	0.826772	0.829585	0.845996	0.829658	0.824659	0.827971	0.823824	0.814697	0.833645	0.849207	0.847334	0.834367	0.816297	0.827517	0.828282	0.824348	0.823984	0.813928	0.816411	0.823298	0.824733	0.829398	0.826279	0.815963	0.845685	0.900254	0.830906	0.828962	0.82838	0.814948	0.8274	0.846452	0.815465	0.845045	0.81286	0.848396	0.825113	0.807127	0.832876	0.828786	0.813633	0.847446	0.825595	0.843826	0.815024	0.824311	0.830093	0.824769	0.824544	0.816958	0.810244	0.817021	0.815088	0.817136	0.901678	0.827447	0.830022	0.903794	0.909641	0.848942	0.814332	0.847135	0.845131	0.816673	0.829488	0.847998	0.825708	0.826425	0.847212	0.82504	0.826217	0.815135	0.812332	0.823292	0.824158	0.825941	0.841226	0.816834	0.824203	0.8147	0.817162	0.846927	0.849231	0.824703	0.846263	0.828064	0.814629	0.815094	0.826231	0.846571	0.81747	0.846284	0.847043	0.825656	0.846342	0.829496	0.846525	0.844642	0.90686	0.815427	0.827252	0.825559	0.847518	0.829007	0.81485	0.842597	0.84663	0.817717	0.846094	0.845265	0.828844	0.846266	0.847776	0.846581	0.816887	0.830359	0.845798	0.827225	0.846436	0.844986	0.847644	0.848732	0.815809	0.845747	0.843124	0.813791	0.816881	0.819442	0.824877	0.849866	0.814237	0.845294	0.844742	0.825757	0.823939	0.824432	0.825753	0.847784	0.84436	0.829323	0.828635	0.823228	0.82473	0.814746	0.849028	0.826877	0.899831	0.81544	0.847274	0.826808	0.879525	0.827099
GCA_013114825_1	0.812208	0.824247	0.813133	0.845613	0.829948	0.841647	0.806558	0.811466	0.804126	0.833377	0.814439	0.812743	0.813741	0.838783	0.842822	0.807344	0.82454	0.812717	0.905449	0.827381	0.821811	0.806418	0.806284	0.812361	0.8159	0.825143	0.813764	0.88215	0.835558	0.813902	0.835781	0.834311	0.837251	0.812176	0.81517	0.900276	0.810268	0.846107	0.840288	0.834414	0.845838	0.811178	0.811947	0.813237	0.900965	0.812283	0.806921	0.812243	0.811219	0.812474	0.81529	0.812552	0.809698	0.833424	0.823284	0.864164	0.815746	0.817551	0.806085	0.814518	0.834347	0.807098	0.832391	0.810456	0.835939	0.812081	0.80408	0.823826	0.881068	0.808016	0.834075	0.813446	0.838203	0.810136	0.812386	0.824182	0.810298	0.812607	0.813765	0.803857	0.818183	0.8113	0.812517	0.824571	0.814216	0.816753	0.824422	0.825434	0.838096	0.805406	0.838047	0.833599	0.809264	0.815102	0.838693	0.81532	0.813503	0.833525	0.812932	0.813424	0.808289	0.817528	0.809154	0.812357	0.813283	0.832498	0.81144	0.811261	0.806563	0.809464	0.837033	0.836432	0.811778	0.839978	0.813764	0.808422	0.80665	0.812503	0.833874	0.814214	0.840674	0.834383	0.812712	0.833048	0.815148	0.83351	0.832275	0.824193	0.808234	0.813168	0.899104	0.836924	0.878589	0.804336	0.830693	0.835028	0.815645	0.832188	0.839846	0.814827	0.839743	0.84022	0.842128	0.811503	0.881231	0.835089	0.814117	0.837738	0.831847	0.83444	0.836442	0.808019	0.838581	0.829289	0.806535	0.811622	0.821764	0.811175	0.839288	0.807178	0.835576	0.831319	0.812091	0.811863	1.0	0.814521	0.837504	0.836209	0.815257	0.816293	0.811084	0.812111	0.806709	0.835221	0.88577	0.823923	0.808279	0.835497	0.815186	0.827884	0.812792
GCA_013114835_1	0.814678	0.826841	0.815344	0.842876	0.831107	0.841906	0.808514	0.811727	0.805318	0.835891	0.815781	0.816246	0.814637	0.840944	0.844466	0.80834	0.827471	0.815167	0.88668	0.829727	0.824611	0.807435	0.807641	0.815145	0.817892	0.828994	0.814829	0.876294	0.837771	0.81632	0.835435	0.836614	0.835656	0.814543	0.819277	0.87902	0.81054	0.84336	0.840541	0.836621	0.8439	0.811836	0.816631	0.816742	0.880551	0.815517	0.808517	0.813716	0.813001	0.814678	0.817602	0.814697	0.810449	0.835081	0.82757	0.872768	0.818701	0.820649	0.808066	0.817302	0.835788	0.81012	0.835897	0.810194	0.837727	0.814494	0.807148	0.826894	0.877083	0.808481	0.836234	0.815321	0.838925	0.810732	0.814389	0.824759	0.81404	0.815718	0.815102	0.804712	0.818789	0.812363	0.813485	0.828958	0.818089	0.819151	0.826736	0.82642	0.840295	0.809069	0.840601	0.834862	0.81027	0.817675	0.841969	0.817599	0.81644	0.835508	0.81649	0.816161	0.81006	0.815456	0.812618	0.814825	0.816148	0.833597	0.812558	0.8141	0.808464	0.811138	0.839122	0.838303	0.814267	0.842079	0.815905	0.807945	0.808127	0.815463	0.836335	0.816059	0.841577	0.836145	0.816566	0.834308	0.817472	0.834588	0.83379	0.826546	0.809379	0.816327	0.880352	0.839288	0.874093	0.806738	0.832462	0.836204	0.815694	0.834316	0.840243	0.817511	0.841856	0.841389	0.84349	0.813452	0.878974	0.837241	0.816514	0.839808	0.835195	0.836374	0.837767	0.809992	0.839969	0.83242	0.807617	0.811578	0.821001	0.814862	0.840145	0.808013	0.838111	0.833773	0.813872	0.814577	0.887199	0.816911	0.840117	0.837501	0.817693	0.818308	0.814018	0.815245	0.809299	0.838768	1.0	0.827716	0.808086	0.837906	0.817212	0.82971	0.815935
GCA_014844175_1	0.879655	0.824469	0.884781	0.821894	0.871071	0.872637	0.850819	0.850503	0.85094	0.879436	0.850554	0.878619	0.852239	0.883574	0.878002	0.846665	0.830488	0.880675	0.817744	0.872972	0.826879	0.847449	0.849757	0.879704	0.994488	0.831145	0.852719	0.81981	0.870138	0.881921	0.817142	0.876409	0.817885	0.880692	0.892161	0.814126	0.849074	0.822203	0.881724	0.881993	0.82193	0.850871	0.882885	0.881109	0.816068	0.857473	0.847958	0.851735	0.877078	0.880057	0.994604	0.881414	0.850098	0.874219	0.831928	0.822911	0.89336	0.826201	0.848479	0.886687	0.875316	0.816537	0.878654	0.848436	0.880996	0.878693	0.805043	0.823578	0.817834	0.84819	0.877357	0.877592	0.871761	0.848958	0.880658	0.820831	0.877767	0.88327	0.852504	0.810483	0.811211	0.84808	0.849816	0.831956	0.884608	0.893463	0.830503	0.830571	0.883803	0.849424	0.888741	0.872458	0.847692	0.994264	0.888472	0.872618	0.881544	0.877479	0.881539	0.882918	0.847997	0.80897	0.876484	0.854977	0.882414	0.87277	0.851758	0.8818	0.84886	0.845749	0.881225	0.881584	0.881576	0.87815	0.897798	0.849972	0.848975	0.888982	0.878077	0.854234	0.875996	0.87938	0.882428	0.875311	0.893301	0.874451	0.875384	0.829857	0.848092	0.87938	0.815441	0.882618	0.818027	0.848687	0.871861	0.883827	0.810259	0.880632	0.871623	1.0	0.88187	0.880264	0.882388	0.850558	0.819753	0.881231	0.892629	0.882826	0.875561	0.872679	0.880579	0.850022	0.877115	0.878642	0.848986	0.848686	0.815373	0.880221	0.886282	0.848069	0.871149	0.872234	0.876353	0.881925	0.814221	0.881465	0.885855	0.871964	0.894396	0.892422	0.877324	0.879676	0.846712	0.88281	0.816356	0.831623	0.84837	0.874813	0.886675	0.833461	0.883422
